measure,channel,outcome,family,battery,horizon,beta,se,tstat,pvalue,ci_low,ci_high,ci_low_supt,ci_high_supt,supt_c,nobs,converged
LEVEL,pooled,infl_exp,real_macro,b,3,0.2266046134623418,0.13135977564844473,1.7250685176929559,0.08451512531915016,0.01053701005146579,0.4426722168732178,-0.14431837861577917,0.5975276055404628,2.8237182215567573,222,True
LEVEL,pooled,infl_exp,real_macro,b,4,-0.07744003500537684,0.10763340564447985,-0.7194795569431884,0.47184549369073947,-0.25448123266083855,0.09960116265008488,-0.3813664437719045,0.22648637376115083,2.8237182215567573,221,True
LEVEL,pooled,infl_exp,real_macro,b,5,-0.1496469533602895,0.12950961705021313,-1.1554891194085515,0.2478901857347945,-0.3626713166904288,0.06337740996984981,-0.515345618891814,0.21605171217123503,2.8237182215567573,220,True
LEVEL,pooled,infl_exp,real_macro,b,6,0.13767527284458722,0.11810808581054005,1.165671866576818,0.2437471390143756,-0.056595240473175296,0.3319457861623497,-0.1958286811718238,0.4711792268609982,2.8237182215567573,219,True
LEVEL,pooled,infl_exp,real_macro,b,7,-0.02098058409747674,0.146629530668794,-0.14308566631688655,0.8862225250785805,-0.26216469943623466,0.2202035312412812,-0.4350210616652657,0.3930598934703123,2.8237182215567573,218,True
LEVEL,pooled,infl_exp,real_macro,b,8,-0.21340369017356284,0.13052468911704002,-1.6349680019709234,0.10205575559411002,-0.42809769847443946,0.0012903181273137831,-0.5819686331963797,0.15516125284925406,2.8237182215567573,217,True
LEVEL,pooled,infl_exp,real_macro,b,9,-0.1629565997093616,0.15473130940865043,-1.053158538709111,0.2922683372787107,-0.4174669551931307,0.0915537557744075,-0.5998742175319043,0.27396101811318113,2.8237182215567573,216,True
LEVEL,pooled,infl_exp,real_macro,b,10,0.026837652310068537,0.14371608105844486,0.18674077467471786,0.8518638848336075,-0.20955426487016626,0.26322956949030335,-0.3789760645053902,0.4326513691255272,2.8237182215567573,215,True
LEVEL,pooled,infl_exp,real_macro,b,11,0.0531132845313659,0.16307850717396394,0.3256915055931149,0.7446577716797305,-0.21512698947156036,0.32135355853429215,-0.40737446772003044,0.5136010367827623,2.8237182215567573,214,True
LEVEL,pooled,infl_exp,real_macro,b,12,0.10380538848811227,0.1815794600638581,0.5716802354826138,0.5675386267714833,-0.19486624497781474,0.4024770219540393,-0.40892384155464134,0.6165346185308659,2.8237182215567573,213,True
LEVEL,pooled,infl_exp,real_macro,b,13,-0.0030792757635156667,0.18300531751393087,-0.016826154591279917,0.9865753045023887,-0.30409623602771063,0.29793768450067926,-0.5198347254693823,0.513676173942351,2.8237182215567573,212,True
LEVEL,pooled,infl_exp,real_macro,b,14,-0.09530360580178573,0.18732467210957904,-0.508761631495269,0.6109193164588163,-0.40342527213872215,0.21281806053515065,-0.6242556957847489,0.4336484841811774,2.8237182215567573,211,True
LEVEL,pooled,infl_exp,real_macro,b,15,0.13695513849491994,0.20602001531793787,0.6647661795557368,0.5062000575205194,-0.20191763092538803,0.4758279079152279,-0.4447873327637435,0.7186976097535833,2.8237182215567573,210,True
LEVEL,pooled,infl_exp,real_macro,b,16,-0.13750552896054966,0.1584730711716896,-0.8676901882691241,0.38556395862200954,-0.39817053485144205,0.12315947693034276,-0.5849888276541104,0.30997776973301117,2.8237182215567573,209,True
LEVEL,pooled,infl_exp,real_macro,b,17,0.2555215348728883,0.1994366229749171,1.2812167146704292,0.20011755675921306,-0.07252251777435736,0.583565587520134,-0.3076312914671301,0.8186743612129067,2.8237182215567573,208,True
LEVEL,pooled,infl_exp,real_macro,b,18,-0.08579850158413521,0.1795658096628,-0.4778109025613119,0.6327848005766816,-0.3811579748844695,0.20956097171619908,-0.592841750297576,0.42124474712930565,2.8237182215567573,207,True
LEVEL,pooled,infl_exp,real_macro,b,19,-0.1601499292829193,0.23522792570321144,-0.6808287273041784,0.49597987041965763,-0.547065436036118,0.22676557747027945,-0.8243673093100765,0.504067450744238,2.8237182215567573,206,True
LEVEL,pooled,infl_exp,real_macro,b,20,-0.11093228594783541,0.2169472062446897,-0.5113330928203679,0.6091178363062224,-0.4677786849964023,0.2459141131007315,-0.7235300653367976,0.5016654934411268,2.8237182215567573,205,True
LEVEL,pooled,infl_exp,real_macro,b,21,-0.10775360825243414,0.18387901926024833,-0.5860027353089583,0.5578736767022793,-0.41020768000293323,0.19470046349806497,-0.6269761454995834,0.41146892899471504,2.8237182215567573,204,True
LEVEL,pooled,infl_exp,real_macro,b,22,-0.030760183036076236,0.1253294919699793,-0.24543451467468128,0.8061200072455843,-0.2369088524668821,0.17538848639472965,-0.3846553532101581,0.3231349871380056,2.8237182215567573,203,True
LEVEL,pooled,infl_exp,real_macro,b,23,-0.09495066970858096,0.12463955611236557,-0.7618020528168492,0.44617815502254765,-0.29996449564162697,0.11006315622446508,-0.4468976554298135,0.2569963160126516,2.8237182215567573,202,True
LEVEL,pooled,infl_exp,real_macro,b,24,0.019293225380949793,0.12014977157200132,0.1605764632635034,0.8724269939012547,-0.17833556216664748,0.21692201292854707,-0.3199758739227924,0.358562324684692,2.8237182215567573,201,True
LEVEL,pooled,freight,physical_channel,b,0,-0.00013056982582332149,0.011380169188116442,-0.011473452078345806,0.9908457105732835,-0.01884928239021804,0.0185881427385714,-0.03201376572706727,0.03175262607542062,2.80164515783627,225,True
LEVEL,pooled,freight,physical_channel,b,1,0.018656231963551234,0.012760977118652494,1.4619751912478356,0.14374800836747775,-0.0023337075335090676,0.039646171460611536,-0.017095497790180963,0.05440796171728343,2.80164515783627,224,True
LEVEL,pooled,freight,physical_channel,b,2,0.016064053609426525,0.013752930958790176,1.1680458265631877,0.24278828036674238,-0.006557504759352684,0.03868561197820573,-0.0224667788173245,0.05459488603617755,2.80164515783627,223,True
LEVEL,pooled,freight,physical_channel,b,3,0.002918413029096189,0.010938635961754428,0.2667986245542913,0.7896242133282936,-0.015074042006497389,0.020910868064689767,-0.027727763446486794,0.03356458950467917,2.80164515783627,222,True
LEVEL,pooled,freight,physical_channel,b,4,0.0035283159600609064,0.010277860567996348,0.34329284161020157,0.7313781655435725,-0.013377260272509402,0.020433892192631215,-0.025266602333182397,0.03232323425330421,2.80164515783627,221,True
LEVEL,pooled,freight,physical_channel,b,5,0.0025386392941684796,0.007202583463307139,0.35246232231828073,0.7244915702072019,-0.009308556238872964,0.014385834827209924,-0.017640443789717557,0.022717722378054517,2.80164515783627,220,True
LEVEL,pooled,freight,physical_channel,b,6,-0.000501860753707579,0.009754467573156102,-0.051449323086447014,0.958967482647171,-0.016546532120393916,0.015542810612978759,-0.027830417597311283,0.026826696089896126,2.80164515783627,219,True
LEVEL,pooled,freight,physical_channel,b,7,0.0056408479369257246,0.009474020304336578,0.5954017149766629,0.5515749794362044,-0.009942528722474187,0.021224224596325635,-0.020901995173961355,0.0321836910478128,2.80164515783627,218,True
LEVEL,pooled,freight,physical_channel,b,8,0.00912509098898614,0.009988586980034476,0.9135517373203716,0.3609524361409888,-0.0073046725332438205,0.0255548545112161,-0.018859385357253858,0.03710956733522614,2.80164515783627,217,True
LEVEL,pooled,freight,physical_channel,b,9,-0.02089777489355269,0.010747490340846216,-1.9444330007099389,0.05184325753842846,-0.038575823361319504,-0.003219726425785878,-0.05100842916587657,0.009212879378771192,2.80164515783627,216,True
LEVEL,pooled,freight,physical_channel,b,10,-0.0004846696357755875,0.011497199362986783,-0.04215545199084713,0.9663747751287229,-0.019395879707768553,0.018426540436217376,-0.032695742559765754,0.031726403288214584,2.80164515783627,215,True
LEVEL,pooled,freight,physical_channel,b,11,-0.004691176350493062,0.014858129036048051,-0.31573129692921387,0.7522064693854021,-0.029130623785149683,0.019748271084163556,-0.04631838161884357,0.036936028917857446,2.80164515783627,214,True
LEVEL,pooled,freight,physical_channel,b,12,-0.012548600022150861,0.012275624644621924,-1.0222371883656878,0.3066686536055212,-0.032740205741952105,0.007643005697650387,-0.04694054436717146,0.021843344322869735,2.80164515783627,213,True
LEVEL,pooled,freight,physical_channel,b,13,-0.005575293269852281,0.01197856295645968,-0.4654392425967668,0.6416169371608266,-0.025278275994451538,0.014127689454746975,-0.03913497617465446,0.027984389634949897,2.80164515783627,212,True
LEVEL,pooled,freight,physical_channel,b,14,0.007106700812791898,0.015165555425786894,0.4686080142312462,0.639349847771848,-0.017838418034047253,0.032051819659631046,-0.035381804111761526,0.04959520573734532,2.80164515783627,211,True
LEVEL,pooled,freight,physical_channel,b,15,0.0036106066074719236,0.012726132539423835,0.2837159361877423,0.7766280810578094,-0.017322018657064522,0.024543231872008367,-0.03204350099958746,0.0392647142145313,2.80164515783627,210,True
LEVEL,pooled,freight,physical_channel,b,16,-0.003780318741161821,0.013825585016064677,-0.27342920655938024,0.7845233042760629,-0.026521382399561734,0.018960744917238093,-0.04251470205567311,0.034954064573349465,2.80164515783627,209,True
LEVEL,pooled,freight,physical_channel,b,17,-0.0029223988935024713,0.011892254294495386,-0.24573969082171188,0.8058837452659964,-0.022483416502432428,0.01663861871542749,-0.03624027555343306,0.030395477766428113,2.80164515783627,208,True
LEVEL,pooled,freight,physical_channel,b,18,-0.017802925377370826,0.01177427061221912,-1.5120193822363213,0.13052893185061895,-0.03716987709858758,0.001564026343845927,-0.05079025362514842,0.015184402870406767,2.80164515783627,207,True
LEVEL,pooled,freight,physical_channel,b,19,-0.0007610808771856485,0.011878176291367913,-0.06407388293594697,0.9489113975007999,-0.020298942231611147,0.01877678047723985,-0.03403951596782215,0.03251735421345085,2.80164515783627,206,True
LEVEL,pooled,freight,physical_channel,b,20,-0.00347596916950828,0.011376468275762877,-0.30554026831979986,0.7599547055670105,-0.02218859427479521,0.015236655935778649,-0.03534879642757728,0.028396858088560722,2.80164515783627,205,True
LEVEL,pooled,freight,physical_channel,b,21,-0.011475020706369446,0.010883802967848834,-1.0543208784895401,0.2917360330036185,-0.029377283493060798,0.006427242080321907,-0.04196757459008715,0.019017533177348264,2.80164515783627,204,True
LEVEL,pooled,freight,physical_channel,b,22,0.0003784034941158854,0.009524928205657202,0.03972770040315241,0.9683102173767578,-0.015288709211411742,0.016045516199643513,-0.026307065492001725,0.027063872480233498,2.80164515783627,203,True
LEVEL,pooled,freight,physical_channel,b,23,-0.0056535584733434004,0.009771492061119852,-0.5785767862247518,0.5628747719864622,-0.021726232630803907,0.010419115684117105,-0.033029811891215385,0.021722694944528588,2.80164515783627,202,True
LEVEL,pooled,freight,physical_channel,b,24,-0.011655339906530154,0.011220768752981704,-1.0387291782867347,0.2989307069930469,-0.030111862087055855,0.006801182273995548,-0.043091952350521864,0.01978127253746156,2.80164515783627,201,True
LEVEL,act,oil,asset_price,a,0,-0.005322225502203498,0.04048881885726931,-0.13144926556058212,0.8954199184459293,-0.07192040605056409,0.061275955046157085,-0.11996374398096205,0.10931929297655504,2.8314364734345903,225,True
LEVEL,act,oil,asset_price,a,1,-0.051487102593881895,0.03872632549223248,-1.329511693646455,0.18367921044866553,-0.11518623953828375,0.012212034350519957,-0.16113823307468872,0.058164027886924916,2.8314364734345903,224,True
LEVEL,act,oil,asset_price,a,2,-0.02900468566567936,0.0329687411194401,-0.8797632145128125,0.3789875962324354,-0.08323343907201455,0.025224067740655824,-0.1223535817544848,0.06434421042312607,2.8314364734345903,223,True
LEVEL,act,oil,asset_price,a,3,-0.042809892049227624,0.04022150283268953,-1.0643533690748725,0.2871686496361543,-0.10896837686501591,0.023348592766560664,-0.15669452218605745,0.07107473808760219,2.8314364734345903,222,True
LEVEL,act,oil,asset_price,a,4,0.01887065905787753,0.02940130054709418,0.6418307594132115,0.5209830754610636,-0.029490176784100635,0.06723149489985569,-0.06437725567757731,0.10211857379333238,2.8314364734345903,221,True
LEVEL,act,oil,asset_price,a,5,-0.055702090698630004,0.034136703430164346,-1.6317360817392155,0.10273509554442405,-0.11185197114790259,0.00044778975064257986,-0.152357997873617,0.040953816476357006,2.8314364734345903,220,True
LEVEL,act,oil,asset_price,a,6,-0.027490282164437017,0.039875209345068705,-0.689407845524871,0.49056664763847424,-0.0930791648811225,0.03809860055224847,-0.14039440428990438,0.08541383996103033,2.8314364734345903,219,True
LEVEL,act,oil,asset_price,a,7,0.029976460638276137,0.04243086585778204,0.7064777027824498,0.47989111410905105,-0.03981610296258804,0.09976902423914032,-0.0901638405508584,0.15011676182741068,2.8314364734345903,218,True
LEVEL,act,oil,asset_price,a,8,0.052059776016802665,0.042433985340442536,1.2268415422009886,0.21988215362591257,-0.01773791867642984,0.12185747071003517,-0.06808935778931505,0.1722089098229204,2.8314364734345903,217,True
LEVEL,act,oil,asset_price,a,9,-0.007736227757930024,0.029564227884638555,-0.2616752850139453,0.7935717964601325,-0.0563650552219976,0.04089259970613755,-0.0914454608994276,0.07597300538356755,2.8314364734345903,216,True
LEVEL,act,oil,asset_price,a,10,0.027292830712749967,0.03526058663669068,0.7740322358774995,0.43891172846792026,-0.030705673105047314,0.08529133453054724,-0.07254528036507635,0.12713094179057627,2.8314364734345903,215,True
LEVEL,act,oil,asset_price,a,11,-0.06065003373176361,0.032670346213339536,-1.8564245795166923,0.06339306395032844,-0.11438797119453545,-0.006912096268991773,-0.15315404359994883,0.03185397613642161,2.8314364734345903,214,True
LEVEL,act,oil,asset_price,a,12,0.027975625245622405,0.03345984050855999,0.8360955946118582,0.40310112652522345,-0.02706091477210029,0.0830121652633451,-0.06676378756561854,0.12271503805686335,2.8314364734345903,213,True
LEVEL,act,oil,asset_price,a,13,0.004768460977571281,0.03262508455930693,0.1461593446264643,0.883795599121603,-0.048895027689403195,0.05843194964454576,-0.08760739339253805,0.0971443153476806,2.8314364734345903,212,True
LEVEL,act,oil,asset_price,a,14,-0.009946105311104122,0.03702967774598716,-0.26859821409550244,0.7882388867527359,-0.07085450505643531,0.050962294434227076,-0.11479328548062133,0.09490107485841308,2.8314364734345903,211,True
LEVEL,act,oil,asset_price,a,15,0.04092847733806426,0.04952307786113954,0.826452617763901,0.40854738575421756,-0.04052973689963127,0.12238669157575979,-0.09929297159470732,0.18114992627083584,2.8314364734345903,210,True
LEVEL,act,oil,asset_price,a,16,-0.002433764226919217,0.040687676582847734,-0.05981575826684566,0.9523023747678246,-0.06935903662644478,0.06449150817260636,-0.11763833572290476,0.11277080726906634,2.8314364734345903,209,True
LEVEL,act,oil,asset_price,a,17,-0.04430901406548063,0.060601906112713114,-0.7311488517055976,0.4646882380026809,-0.1439902791351494,0.05537225100418813,-0.21589946139267518,0.12728143326171393,2.8314364734345903,208,True
LEVEL,act,oil,asset_price,a,18,-0.037071078805845085,0.037248301575085345,-0.9952421248286177,0.31961851842931766,-0.09833908274940645,0.024196925137716277,-0.14253727845903283,0.06839512084734264,2.8314364734345903,207,True
LEVEL,act,oil,asset_price,a,19,-0.03779021002084298,0.0499970098318256,-0.7558494027534346,0.44973949291844795,-0.12002797297944973,0.04444755293776378,-0.1793535672213418,0.10377314717965583,2.8314364734345903,206,True
LEVEL,act,oil,asset_price,a,20,0.048071361714545575,0.038393545241590644,1.2520688415736931,0.21054478018414458,-0.01508040042761024,0.11122312385670138,-0.06063752262695523,0.15678024605604637,2.8314364734345903,205,True
LEVEL,act,oil,asset_price,a,21,0.05738009836842617,0.04532681877363502,1.2659193810839888,0.20554194682712368,-0.017175883889559485,0.13193608062641182,-0.07095990953200376,0.1857201062688561,2.8314364734345903,204,True
LEVEL,act,oil,asset_price,a,22,-0.026153973973607265,0.04618610461945608,-0.5662736485161339,0.5712077710279018,-0.10212335567167974,0.049815407724465216,-0.15692699515900105,0.10461904721178651,2.8314364734345903,203,True
LEVEL,act,oil,asset_price,a,23,-0.0012949212321443611,0.03637724936555951,-0.03559700787521169,0.9716036941810123,-0.06113017178960306,0.05854032932531433,-0.10429479188901486,0.10170494942472613,2.8314364734345903,202,True
LEVEL,act,oil,asset_price,a,24,0.12740341064650926,0.06023497668475941,2.1151068309244443,0.03442084316252255,0.02832569077724538,0.22648113051577312,-0.043148099315200694,0.2979549206082192,2.8314364734345903,201,True
LEVEL,act,dxy,asset_price,a,0,-0.0010510714526557054,0.004943826816803899,-0.2126028058028144,0.8316367827635509,-0.00918294292329555,0.00708080001798414,-0.015040456492417795,0.012938313587106384,2.8296672917855146,225,True
LEVEL,act,dxy,asset_price,a,1,0.006350784095093882,0.004291778069407518,1.479755940868259,0.1389383906394065,-0.0007085626284418613,0.013410130818629625,-0.005793519931510954,0.01849508812169872,2.8296672917855146,224,True
LEVEL,act,dxy,asset_price,a,2,0.008699023931201037,0.003981505126867896,2.184858151380616,0.028899248730616535,0.002150030782546496,0.015248017079855576,-0.002567310898373384,0.01996535876077546,2.8296672917855146,223,True
LEVEL,act,dxy,asset_price,a,3,-0.0011718111209515498,0.005136338402466744,-0.22814133904977593,0.8195363634576154,-0.009620335971499102,0.007276713729596003,-0.015705939897953557,0.013362317656050457,2.8296672917855146,222,True
LEVEL,act,dxy,asset_price,a,4,0.00018610559287358383,0.004158366047461795,0.044754499904398726,0.9643029925417429,-0.006653797882485807,0.007026009068232975,-0.011580686798900468,0.011952897984647637,2.8296672917855146,221,True
LEVEL,act,dxy,asset_price,a,5,0.0075727612300483535,0.0052388157160868296,1.4455101382540865,0.14831464738747754,-0.0010443238014874413,0.016189846261584147,-0.007251344249454456,0.022396866709551162,2.8296672917855146,220,True
LEVEL,act,dxy,asset_price,a,6,0.001360254550170886,0.00475720360576178,0.2859357435371039,0.7749273367357891,-0.006464649054912999,0.009185158155254771,-0.012101048893417335,0.014821557993759107,2.8296672917855146,219,True
LEVEL,act,dxy,asset_price,a,7,-0.004847013712427403,0.004803262274326166,-1.0091086923017076,0.31292250972820157,-0.012747677085551974,0.0030536496606971683,-0.018438647863955458,0.00874462043910065,2.8296672917855146,218,True
LEVEL,act,dxy,asset_price,a,8,-0.009712791184153911,0.003931184838873043,-2.47070325671542,0.013484766298784834,-0.016179014824590873,-0.003246567543716948,-0.02083673634067607,0.0014111539723682467,2.8296672917855146,217,True
LEVEL,act,dxy,asset_price,a,9,-0.006972683406006689,0.004412707349559238,-1.580137283906478,0.11407543055251088,-0.01423094109460462,0.0002855742825912423,-0.019459177061276013,0.0055138102492626375,2.8296672917855146,216,True
LEVEL,act,dxy,asset_price,a,10,-0.0041937174698249745,0.00417171851759378,-1.005273354886821,0.3147652416142058,-0.011055583804109722,0.0026681488644597733,-0.01599829290959605,0.007610857969946099,2.8296672917855146,215,True
LEVEL,act,dxy,asset_price,a,11,0.01226083083778072,0.005375809974720072,2.280741115373812,0.022563770659022448,0.0034184103030605074,0.021103251372500933,-0.0029509228145389813,0.02747258449010042,2.8296672917855146,214,True
LEVEL,act,dxy,asset_price,a,12,0.007944294339750056,0.004280931144215835,1.855739808028438,0.06349065378440329,0.0009027892204571224,0.014985799459042989,-0.004169316497423432,0.020057905176923543,2.8296672917855146,213,True
LEVEL,act,dxy,asset_price,a,13,-0.0003495618162514655,0.005279921656668992,-0.06620587178787758,0.9472139220229276,-0.009034260103243083,0.008335136470740152,-0.015289983431317699,0.014590859798814767,2.8296672917855146,212,True
LEVEL,act,dxy,asset_price,a,14,-0.013912088590125358,0.0044760938343661434,-3.1080868956125087,0.0018830269357466417,-0.021274607768157632,-0.006549569412093084,-0.026577944908194043,-0.0012462322720566722,2.8296672917855146,211,True
LEVEL,act,dxy,asset_price,a,15,-0.0005158161429714961,0.004912535902886252,-0.10499997418205935,0.9163758292070834,-0.008596218640363272,0.0075645863544202795,-0.014416658307090744,0.013385026021147751,2.8296672917855146,210,True
LEVEL,act,dxy,asset_price,a,16,0.005537114436923352,0.0047711452388170175,1.1605419998273314,0.24582820415455586,-0.002310721113857067,0.01338494998770377,-0.007963639189715349,0.019037868063562054,2.8296672917855146,209,True
LEVEL,act,dxy,asset_price,a,17,-0.006210278324514366,0.006045280933982974,-1.0272935852499219,0.3042822420338599,-0.016153880594716848,0.003733323945688113,-0.023316412053060575,0.010895855404031842,2.8296672917855146,208,True
LEVEL,act,dxy,asset_price,a,18,-0.0020680709498113606,0.00465652362806952,-0.4441233664841795,0.6569533935725562,-0.009727370728426738,0.005591228828804018,-0.015244483553586097,0.011108341653963377,2.8296672917855146,207,True
LEVEL,act,dxy,asset_price,a,19,-0.005840957155008045,0.0051209236021241234,-1.1406061892009591,0.2540338405176733,-0.014264126915303307,0.0025822126052872166,-0.020331467175671136,0.008649552865655045,2.8296672917855146,206,True
LEVEL,act,dxy,asset_price,a,20,-0.007782304060781623,0.005280908891603306,-1.4736675486213289,0.14057112434562832,-0.0164686262047356,0.0009040180831723539,-0.022725519222250794,0.0071609111006875475,2.8296672917855146,205,True
LEVEL,act,dxy,asset_price,a,21,-8.381716239507474e-05,0.004816920653500556,-0.01740056945595794,0.9861170548647138,-0.00800694657004292,0.00783931224525277,-0.013714099982731705,0.013546465657941556,2.8296672917855146,204,True
LEVEL,act,dxy,asset_price,a,22,0.008522261196208804,0.004413967048497004,1.9307487125692777,0.05351413563885766,0.0012619314872442233,0.015782590905173387,-0.003967796987942213,0.02101231938035982,2.8296672917855146,203,True
LEVEL,act,dxy,asset_price,a,23,-0.0003052880945408281,0.004490967190854498,-0.06797825091274844,0.9458029474852899,-0.007692271766937914,0.0070816955778562575,-0.013013231062983676,0.012402654873902021,2.8296672917855146,202,True
LEVEL,act,dxy,asset_price,a,24,-0.005444038234763059,0.005056319646691665,-1.0766799995180443,0.28162325058210336,-0.013760943944649828,0.0028728674751237115,-0.01975174055581895,0.008863664086292834,2.8296672917855146,201,True
LEVEL,act,vix,asset_price,a,0,-0.8905056115625369,1.647877188998296,-0.5403956177728593,0.5889242293199628,-3.6010223826569803,1.8200111595319066,-5.449987684518337,3.668976461393264,2.766882206633006,225,True
LEVEL,act,vix,asset_price,a,1,-0.4725952813158706,1.4970068559407814,-0.31569346488989325,0.7522351874926465,-2.934952437881285,1.9897618752495436,-4.614636914226038,3.669446351594297,2.766882206633006,224,True
LEVEL,act,vix,asset_price,a,2,-0.04322754563779796,1.5544223119174374,-0.02780939600929633,0.9778141719303812,-2.6000247232094873,2.5135696319338914,-4.344130982075496,4.2576758907999,2.766882206633006,223,True
LEVEL,act,vix,asset_price,a,3,0.17365594518468552,1.752572552801788,0.09908630881333083,0.9210697425731792,-2.709069374786936,3.0563812651563067,-4.675505866995966,5.0228177573653365,2.766882206633006,222,True
LEVEL,act,vix,asset_price,a,4,0.39260244852067205,1.7634295936033924,0.2226357377378635,0.8238190197504864,-2.507981114391429,3.2931860114327725,-4.486599516670627,5.271804413711972,2.766882206633006,221,True
LEVEL,act,vix,asset_price,a,5,1.6347271529303078,2.173960031612328,0.7519582371152908,0.4520761741670507,-1.941118889914767,5.210573195775383,-4.38036417646917,7.649818482329785,2.766882206633006,220,True
LEVEL,act,vix,asset_price,a,6,1.755880804888697,1.939705179739934,0.9052307655971288,0.36534314623133046,-1.4346502952230908,4.946411905000485,-3.6110549430476033,7.122816552824997,2.766882206633006,219,True
LEVEL,act,vix,asset_price,a,7,-0.023882743864181433,1.9198653957426857,-0.012439801205408243,0.9900747306664198,-3.1817803033101613,3.1340148155817986,-5.335924146475053,5.28815865874669,2.766882206633006,218,True
LEVEL,act,vix,asset_price,a,8,-1.161171002385799,1.6227467902435917,-0.7155589580377446,0.4742637235715699,-3.830351945941831,1.5080099411702328,-5.651120222181616,3.3287782174100182,2.766882206633006,217,True
LEVEL,act,vix,asset_price,a,9,-1.8575715632484382,1.601013816075162,-1.1602470538338139,0.2459482343315863,-4.4910049454190855,0.7758618189222091,-6.287388203520412,2.5722450770235357,2.766882206633006,216,True
LEVEL,act,vix,asset_price,a,10,-2.905461799263955,1.546586379597228,-1.8786288548723766,0.06029518835970601,-5.449370015138202,-0.36155358338970833,-7.184684133992485,1.3737605354645752,2.766882206633006,215,True
LEVEL,act,vix,asset_price,a,11,0.22029078801990337,1.6970782236076316,0.12980591286570836,0.8967199847085376,-2.571154483301471,3.0117360593412776,-4.475324752144403,4.915906328184209,2.766882206633006,214,True
LEVEL,act,vix,asset_price,a,12,-1.132494364708318,1.6504034047128973,-0.6861924554168778,0.4925917547366845,-3.8471663908833857,1.5821776614667495,-5.698966178974966,3.4339774495583297,2.766882206633006,213,True
LEVEL,act,vix,asset_price,a,13,-0.6164797786836798,1.9392195848079212,-0.3179009656839567,0.7505600600624885,-3.806212146210317,2.5732525888429576,-5.982071942642962,4.749112385275604,2.766882206633006,212,True
LEVEL,act,vix,asset_price,a,14,-2.6118898267618857,2.0132017053252764,-1.2973810919457165,0.1945000950208846,-5.923311953551055,0.699532300027284,-8.182181803589618,2.958402150065846,2.766882206633006,211,True
LEVEL,act,vix,asset_price,a,15,-2.9248350937105867,2.0963169986225534,-1.3952255768724078,0.16294782649909267,-6.372969712134918,0.5232995247137446,-8.725097296661637,2.875427109240464,2.766882206633006,210,True
LEVEL,act,vix,asset_price,a,16,-1.4656988418874664,2.0011176636284085,-0.7324401101082054,0.463899984642147,-4.75724448886331,1.8258468050883774,-7.002555698759923,4.071158014984991,2.766882206633006,209,True
LEVEL,act,vix,asset_price,a,17,-3.717778768949218,2.2347314185561937,-1.6636356110083177,0.09618527088603701,-7.393584848023782,-0.04197268987465419,-9.901017367556086,2.465459829657651,2.766882206633006,208,True
LEVEL,act,vix,asset_price,a,18,-2.9816773575396938,1.7544754717253683,-1.699469388766936,0.08923077753467379,-5.867532700604561,-0.09582201447482674,-7.836104322230666,1.872749607151278,2.766882206633006,207,True
LEVEL,act,vix,asset_price,a,19,-1.5075704144918944,1.9115961639954158,-0.7886448209547201,0.43031962669404744,-4.651866298106276,1.6367254691224864,-6.7967318269187205,3.7815909979349316,2.766882206633006,206,True
LEVEL,act,vix,asset_price,a,20,-4.304457624574542,1.885034657367915,-2.2834899123737498,0.022401526394842376,-7.405063717675382,-1.2038515314737008,-9.520126476932372,0.911211227783288,2.766882206633006,205,True
LEVEL,act,vix,asset_price,a,21,-4.237581868176703,1.812570545632648,-2.3378852085989537,0.019393203776604716,-7.218995104265972,-1.2561686320874328,-9.252751059154756,0.7775873228013506,2.766882206633006,204,True
LEVEL,act,vix,asset_price,a,22,-2.2696992653462105,1.815213740174241,-1.2503757629822392,0.2111623140389005,-5.255460169563959,0.7160616388715373,-7.292181864270066,2.752783333577646,2.766882206633006,203,True
LEVEL,act,vix,asset_price,a,23,-3.0640165272773316,1.7140642438026206,-1.787573912912311,0.07384477739561522,-5.883401315523905,-0.24463173903075885,-7.806630384480662,1.6785973299259984,2.766882206633006,202,True
LEVEL,act,vix,asset_price,a,24,-4.135459104166139,2.0628357569323543,-2.0047447259281492,0.04499034439154244,-7.528521980761507,-0.7423962275707705,-9.8430826552286,1.5721644468963207,2.766882206633006,201,True
LEVEL,act,us10y,asset_price,a,0,0.018246422081054044,0.07420417198532447,0.24589482764746273,0.8057636478686354,-0.10380857934393775,0.14030142350604582,-0.19107989155960722,0.2275727357217153,2.8209507368677356,225,True
LEVEL,act,us10y,asset_price,a,1,0.011012656887156653,0.06853268347013845,0.16069204253405844,0.8723359571226905,-0.10171357608341779,0.12373888985773109,-0.1823146670474537,0.20433998082176702,2.8209507368677356,224,True
LEVEL,act,us10y,asset_price,a,2,-0.04431171516323705,0.05157474798115169,-0.8591746328926521,0.3902441764342195,-0.12914462643914254,0.040521196112668426,-0.18980153848443465,0.10117810815796056,2.8209507368677356,223,True
LEVEL,act,us10y,asset_price,a,3,-0.04402867079888336,0.07281706824586232,-0.6046476720296302,0.5454131240453571,-0.16380208960706286,0.07574474800929615,-0.24944203312359686,0.16138469152583013,2.8209507368677356,222,True
LEVEL,act,us10y,asset_price,a,4,-0.012573886137810684,0.07726936992600665,-0.16272794963711326,0.87073263967388,-0.13967068951285774,0.11452291723723637,-0.2305469721678848,0.20539919989226343,2.8209507368677356,221,True
