measure,channel,outcome,family,battery,horizon,beta,beta_std,se,tstat,pvalue,ci_low,ci_high,ci_low_supt,ci_high_supt,supt_c,nobs,converged
LEVEL,act,dxy,asset_price,a,12,0.005489327332525767,0.002694128205875992,0.003875342135386759,1.4164755370632411,0.15663632157941212,-0.0008850432345430068,0.01186369789959454,-0.0054996128847029065,0.01647826754975444,2.8356051758335856,297,True
LEVEL,act,dxy,asset_price,a,13,0.0009847210355266368,0.0004832950480129296,0.0030772560538550355,0.31999970697694347,0.748968552682737,-0.004076914745715194,0.006046356816768466,-0.007741162158149937,0.00971060422920321,2.8356051758335856,296,True
LEVEL,act,dxy,asset_price,a,14,-0.009886695193559163,-0.004852329396726008,0.002778482888570253,-3.558307029433117,0.0003732528612759135,-0.014456892850246546,-0.005316497536871779,-0.017765375653354024,-0.0020080147337643017,2.8356051758335856,295,True
LEVEL,act,dxy,asset_price,a,15,-0.0026026414425037196,-0.0012773604660964416,0.0031389328365400977,-0.829148496650375,0.4070203843597967,-0.007765726503443772,0.0025604436184363324,-0.01150341564039082,0.00629813275538338,2.8356051758335856,294,True
LEVEL,act,dxy,asset_price,a,16,0.003082381847603363,0.0015128141161673734,0.00337380903557664,0.9136207221866465,0.3609161739401726,-0.0024670401812065213,0.008631803876413248,-0.0064844085159518755,0.012649172211158601,2.8356051758335856,293,True
LEVEL,act,dxy,asset_price,a,17,-0.0048491900679229465,-0.0023799527603746893,0.003545728986162395,-1.367614413523271,0.17143280239147518,-0.010681395250999128,0.0009830151151532353,-0.014903477533188205,0.005205097397342312,2.8356051758335856,292,True
LEVEL,act,dxy,asset_price,a,18,-0.004890743863337958,-0.002400347108444523,0.0030472339966837567,-1.6049781108574057,0.10849862192774344,-0.009902997754953066,0.00012151002827714974,-0.013531496356310482,0.003750008629634566,2.8356051758335856,291,True
LEVEL,act,dxy,asset_price,a,19,-0.009098525783876103,-0.004465500681838874,0.00333174965237401,-2.73085517616638,0.006317022423068513,-0.0145787662836778,-0.0036182852840744052,-0.018546052342729595,0.0003490007749773899,2.8356051758335856,290,True
LEVEL,act,dxy,asset_price,a,20,-0.0033340166076642253,-0.0016363149139139114,0.0035128803505538736,-0.9490834514584457,0.3425781702798324,-0.009112190593319323,0.0024441573779908723,-0.013295158311778889,0.006627125096450439,2.8356051758335856,289,True
LEVEL,act,dxy,asset_price,a,21,0.0012336900480996744,0.00060548751323316,0.0040093929542080724,0.3076999591184622,0.7583106508369093,-0.005361174494503152,0.0078285545907025,-0.010135365364803446,0.012602745461002795,2.8356051758335856,288,True
LEVEL,act,dxy,asset_price,a,22,0.0016896208249840908,0.0008292555437262648,0.0029681422644538117,0.5692519678786385,0.5691851579814078,-0.0031925387440107176,0.006571780393978899,-0.006726858742711558,0.01010610039267974,2.8356051758335856,287,True
LEVEL,act,dxy,asset_price,a,23,-0.0067690526688317584,-0.0033222095563699375,0.004367298704056799,-1.5499403927979465,0.12115582346654649,-0.01395261978218005,0.00041451444451653247,-0.01915298747846653,0.005614882140803013,2.8356051758335856,286,True
LEVEL,act,dxy,asset_price,a,24,-0.0035786425983723104,-0.0017563758506250336,0.00321875377185837,-1.111809989835338,0.26621985571934115,-0.008873021414277283,0.0017157362175326614,-0.01270575745358778,0.00554847225684316,2.8356051758335856,285,True
