measure,channel,outcome,family,battery,tau,horizon,beta,se,pvalue,ci_low,ci_high,nobs,converged
LEVEL,pooled,ip,real_macro,a,0.1,9,-0.1534562597359468,0.20974927011016153,0.46500103124810416,-0.49846310742707,0.19155058795517643,300,True
LEVEL,pooled,ip,real_macro,a,0.1,10,0.09455534533910992,0.204434208294912,0.6440598578862993,-0.2417090036477288,0.43081969432594863,299,True
LEVEL,pooled,ip,real_macro,a,0.1,11,0.3595416740024646,0.44587752958129784,0.42070501592569376,-0.37386159770549543,1.0929449457104248,298,True
LEVEL,pooled,ip,real_macro,a,0.1,12,0.1579613617374349,0.40932044854345395,0.6998523521921285,-0.5153108626346687,0.8312335861095386,297,True
LEVEL,pooled,ip,real_macro,a,0.1,13,0.45389530076566587,0.17939256773011503,0.011944902120989257,0.15882078508664854,0.7489698164446832,296,True
LEVEL,pooled,ip,real_macro,a,0.1,14,-0.35955546217064693,0.25143954198548774,0.15383145181965918,-0.7731367047644935,0.054025780423199554,295,False
LEVEL,pooled,ip,real_macro,a,0.1,15,-0.067930119445748,0.2579796771454321,0.7925008647096461,-0.49226892707818176,0.35640868818668575,294,True
LEVEL,pooled,ip,real_macro,a,0.1,16,-0.13087532969719717,0.23912151795699682,0.5845983322283844,-0.524195225790905,0.26244456639651065,293,True
LEVEL,pooled,ip,real_macro,a,0.1,17,0.16047246220739453,0.1967713033760386,0.415468435165418,-0.16318752983065105,0.4841324542454401,292,True
LEVEL,pooled,ip,real_macro,a,0.1,18,-0.024962241704721055,0.43123164942048475,0.9538812318471199,-0.7342751843102712,0.6843507009008291,291,True
LEVEL,pooled,ip,real_macro,a,0.1,19,0.22946770809329564,0.24065739899823638,0.34116926952151794,-0.16637848750166107,0.6253139036882523,290,True
LEVEL,pooled,ip,real_macro,a,0.1,20,0.05807926324473556,0.19184759552385858,0.7623195704537997,-0.25748195007460223,0.37364047656407334,289,True
LEVEL,pooled,ip,real_macro,a,0.1,21,-0.24325905939099357,0.201240382812607,0.22778239092440028,-0.5742700329494129,0.08775191416742578,288,True
LEVEL,pooled,ip,real_macro,a,0.1,22,0.1639071773131917,0.20397954726942316,0.42235766019142024,-0.17160932083683822,0.49942367546322164,287,True
LEVEL,pooled,ip,real_macro,a,0.1,23,0.2860634690786128,0.2599636821160357,0.2721317218688561,-0.1415387363256081,0.7136656744828337,286,True
LEVEL,pooled,ip,real_macro,a,0.1,24,0.17423257027510264,0.24419774222159868,0.4761567756727446,-0.2274369717114546,0.5759021122616599,285,True
LEVEL,pooled,cpi,real_macro,a,0.1,0,-0.15129635413438813,0.19586837936318263,0.44047292669393245,-0.47347116833502595,0.17087846006624968,309,True
LEVEL,pooled,cpi,real_macro,a,0.1,1,0.042355094469257004,0.10887750588782985,0.6975458909623861,-0.1367324659837702,0.2214426549222842,308,True
LEVEL,pooled,cpi,real_macro,a,0.1,2,-0.1833154564366648,0.11064670276129701,0.09863762611623426,-0.3653130867838057,-0.001317826089523938,307,True
LEVEL,pooled,cpi,real_macro,a,0.1,3,-0.0720403358245818,0.07879357308621517,0.3613177621140107,-0.20164423029590872,0.05756355864674512,306,True
LEVEL,pooled,cpi,real_macro,a,0.1,4,-0.057244244286924206,0.0898955611117697,0.5247647798944491,-0.20510928402845632,0.09062079545460791,305,True
LEVEL,pooled,cpi,real_macro,a,0.1,5,0.028000621478685872,0.07479425033118596,0.7084036640640998,-0.0950249724536817,0.15102621541105343,304,True
LEVEL,pooled,cpi,real_macro,a,0.1,6,0.16173734110127214,0.08730364703205667,0.06496144308232457,0.01813562063450258,0.3053390615680417,303,True
LEVEL,pooled,cpi,real_macro,a,0.1,7,0.017321920718157635,0.09490969329788858,0.8553113026630935,-0.13879063253572624,0.1734344739720415,302,True
LEVEL,pooled,cpi,real_macro,a,0.1,8,0.1385813904500992,0.09661954409482246,0.1525754096126941,-0.02034361708866722,0.29750639798886563,301,True
LEVEL,pooled,cpi,real_macro,a,0.1,9,-0.09936265113220522,0.097669380533166,0.309853083099924,-0.26001448594428683,0.0612891836798764,300,True
LEVEL,pooled,cpi,real_macro,a,0.1,10,0.20566406186622999,0.18987062692816256,0.2796440848653524,-0.10664532748810807,0.517973451220568,299,True
LEVEL,pooled,cpi,real_macro,a,0.1,11,0.10698899971504863,0.19023522117160777,0.5742846104141268,-0.2059200938029859,0.41989809323308314,298,True
LEVEL,pooled,cpi,real_macro,a,0.1,12,0.14487967864706136,0.08364893172956701,0.08436376143315845,0.007289429901066985,0.28246992739305576,297,True
LEVEL,pooled,cpi,real_macro,a,0.1,13,-0.031052052452803736,0.09739462511902235,0.7500935953432902,-0.1912519548254066,0.12914784991979913,296,True
LEVEL,pooled,cpi,real_macro,a,0.1,14,-0.0008057262322846981,0.11947418584079554,0.9946239438103114,-0.19732327413959147,0.19571182167502207,295,True
LEVEL,pooled,cpi,real_macro,a,0.1,15,0.03720188582056494,0.10865006048314767,0.7323060411507705,-0.1415115602336373,0.2159153318747672,294,True
LEVEL,pooled,cpi,real_macro,a,0.1,16,0.045944996237153646,0.08287230883911512,0.5797443933247327,-0.09036782153070741,0.1822578140050147,293,True
LEVEL,pooled,cpi,real_macro,a,0.1,17,-0.10424863868273859,0.10536211721134006,0.32331226124853807,-0.2775538993210974,0.06905662195562023,292,True
LEVEL,pooled,cpi,real_macro,a,0.1,18,-0.13531436759079796,0.20136196942330892,0.5021465571040094,-0.46652533332681906,0.19589659814522314,291,True
LEVEL,pooled,cpi,real_macro,a,0.1,19,-0.01232578226880321,0.09697338108434006,0.8989500038027434,-0.17183279986312724,0.14718123532552083,290,True
LEVEL,pooled,cpi,real_macro,a,0.1,20,0.11855032514776953,0.22164339477560768,0.5931722004400073,-0.24602061663872576,0.4831212669342648,289,True
LEVEL,pooled,cpi,real_macro,a,0.1,21,0.15391834226761603,0.08438593032582142,0.06924410311084905,0.015115838707514428,0.2927208458277176,288,True
LEVEL,pooled,cpi,real_macro,a,0.1,22,0.07460519811396127,0.08072675098835766,0.3562142239690565,-0.05817849104124717,0.2073888872691697,287,True
LEVEL,pooled,cpi,real_macro,a,0.1,23,-0.09787490366102247,0.09085484858992383,0.28231562202857435,-0.24731783089028553,0.051568023568240584,286,True
LEVEL,pooled,cpi,real_macro,a,0.1,24,-0.03726544445824953,0.10816938420379928,0.7307299027241423,-0.21518824839097606,0.140657359474477,285,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,0,-0.4760429853510004,0.21298099103737564,0.0261563180323771,-0.8263655409305468,-0.1257204297714541,309,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,1,-0.2796959933725418,0.11549936110806867,0.01605635805047602,-0.4696755364017264,-0.08971645034335723,308,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,2,-0.12974542886032303,0.08741983434319324,0.13884019437927278,-0.2735382604472213,0.014047402726575231,307,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,3,-0.01262516086820753,0.12474660576608551,0.9194560357107368,-0.21781506781243873,0.19256474607602367,306,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,4,-0.08824509016335469,0.1046607633388513,0.3998350953964274,-0.26039672634077393,0.08390654601406455,305,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,5,-0.07085644813594882,0.12618950762707024,0.5748847755152037,-0.27841971743955574,0.13670682116765812,304,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,6,0.1048081438136137,0.12959773977899028,0.4193420910316369,-0.10836116850657154,0.3179774561337989,303,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,7,0.1704990025467623,0.27817447198549156,0.5404122055848984,-0.2870572866238842,0.6280552917174088,302,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,8,-0.11310042850068669,0.1395315891117822,0.41828300451386513,-0.3426094689255042,0.11640861192413082,301,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,9,0.043136019956136806,0.14102592029482813,0.7599238752848269,-0.1888309765349805,0.2751030164472541,300,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,10,0.10693949147442083,0.29260063879867115,0.7150247184332013,-0.37434573050189107,0.5882247134507328,299,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,11,0.10656937875008055,0.1731342230599504,0.538697440526669,-0.1782110759995041,0.3913498334996652,298,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,12,-0.09644255388684542,0.13522419974379124,0.47630670293152144,-0.3188665692870308,0.12598146151333994,297,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,13,-0.11103024644285142,0.12537029214667234,0.3765776999018395,-0.31724602619227105,0.09518553330656823,296,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,14,-0.17271827858387212,0.13375366368686833,0.19765527066275998,-0.39272347741726493,0.04728692024952069,295,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,15,-0.29498799065053305,0.12234398717741907,0.0165469739315943,-0.4962259416950152,-0.09375003960605088,294,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,16,-0.1441963615212032,0.12169343925322605,0.23705945178085905,-0.3443642564530707,0.055971533410664354,293,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,17,0.40222070303400415,0.09962563429069168,6.996953596272045e-05,0.23835111713361898,0.5660902889343893,292,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,18,-0.1523729163886216,0.26637596797053564,0.5677709799396969,-0.5905223934376663,0.2857765606604231,291,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,19,0.029617483073375084,0.13027269305597544,0.8203199934935836,-0.18466202859248199,0.24389699473923215,290,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,20,-0.23694509371100025,0.12426810985204878,0.05759831824394505,-0.44134794491554663,-0.03254224250645385,289,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,21,-0.12199968781592929,0.0959658270468533,0.20470624926443115,-0.2798494264973436,0.03585005086548504,288,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,22,0.1350025438776683,0.10055392427741033,0.18052054257828704,-0.030393943174233773,0.3003990309295704,287,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,23,-0.1787460143542603,0.11172073606290389,0.11077364811451498,-0.3625102722730159,0.005018243564495317,286,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,24,0.10336757104774019,0.20796616433383472,0.6195635989695886,-0.23870632863995372,0.4454414707354341,285,True
LEVEL,pooled,freight,physical_channel,a,0.1,0,-0.02944155392208936,0.008467369071459806,0.0005832226884817313,-0.04336913665001674,-0.015513971194161978,309,True
LEVEL,pooled,freight,physical_channel,a,0.1,1,-0.009033758422141602,0.016958902223479358,0.5946537995158178,-0.036928670253547013,0.018861153409263805,308,True
LEVEL,pooled,freight,physical_channel,a,0.1,2,-0.0011260479393744305,0.016287584716393425,0.9449290380944974,-0.027916740734413522,0.02566464485566466,307,False
LEVEL,pooled,freight,physical_channel,a,0.1,3,0.015313765566853377,0.01638230658214083,0.35067680274110086,-0.011632730832611946,0.0422602619663187,306,True
