measure,channel,outcome,family,battery,tau,horizon,beta,se,pvalue,ci_low,ci_high,nobs,converged
LEVEL,pooled,cpi,real_macro,a,0.1,24,-0.0649305901531898,0.10561064157588884,0.5392070497501971,-0.23864463699396252,0.10878345668758291,279,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,0,-0.46109227636696914,0.21887027281884475,0.036006124592777064,-0.8211018384449041,-0.10108271428903415,303,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,1,-0.20607346396491266,0.12067440870108116,0.08877307572066775,-0.4045652027971103,-0.007581725132715017,302,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,2,-0.12974110675675377,0.0926017947916771,0.16227507421116505,-0.2820575047820598,0.02257529126855226,301,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,3,-0.004602109325958281,0.1288408981757012,0.9715310823293604,-0.21652652798994573,0.20732230933802917,300,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,4,-0.08370595761621757,0.1106667438504153,0.45004699726212677,-0.2657365526214827,0.09832463738904756,299,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,5,-0.08835532986009298,0.13360564121360527,0.5089468764723131,-0.30811705339146866,0.13140639367128273,298,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,6,0.17945240588392153,0.1405824041073083,0.20282792283585058,-0.05178507139754207,0.41068988316538513,297,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,7,0.15618483219350665,0.12584213250191895,0.21559389632395912,-0.05080705587558246,0.36317672026259573,296,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,8,0.024491642165230587,0.12854199299790833,0.8490281471607711,-0.18694112123294968,0.23592440556341085,295,False
LEVEL,pooled,infl_exp,real_macro,a,0.1,9,0.0528679338724487,0.15820720531945723,0.7385022325878816,-0.20735976160711678,0.3130956293520142,294,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,10,0.01358690944542218,0.2602898908910761,0.9584073688365035,-0.41455186164556734,0.4417256805364117,293,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,11,0.029708506762062825,0.11179405730105585,0.7906339821937228,-0.1541763538611996,0.21359336738532525,292,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,12,-0.07403442513236769,0.1267727876066617,0.5597002568198389,-0.2825571046259338,0.13448825436119843,291,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,13,-0.25316346550558677,0.11970597771393257,0.03533667416627537,-0.4500622771161209,-0.05626465389505267,290,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,14,-0.18269107673260265,0.1154594981926653,0.11473143701760365,-0.3726050511008051,0.007222897635599801,289,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,15,-0.4302155805516463,0.127697686526863,0.0008626856351614857,-0.6402595833886691,-0.22017157771462356,288,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,16,-0.09312657853092787,0.12509366930785384,0.4572417259942958,-0.2988873542006193,0.11263419713876358,287,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,17,0.42376197288089656,0.10474775860702681,6.80642302317305e-05,0.2514672422210912,0.596056703540702,286,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,18,-0.13713463131700365,0.26426077375861023,0.6042283425751294,-0.5718049234948561,0.2975356608608488,285,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,19,0.03525016772910883,0.262857717629054,0.8934205536031201,-0.3971123024852266,0.46761263794344426,284,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,20,-0.23694108984074802,0.13122436751698516,0.07209588538755851,-0.452785966695474,-0.021096212986022017,283,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,21,-0.06943036242784473,0.1033091455875966,0.5021218806367369,-0.23935878524486068,0.10049806038917122,282,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,22,0.20985733642565663,0.10640352812356156,0.04960973079353399,0.03483910727118342,0.3848755655801298,281,True
LEVEL,pooled,infl_exp,real_macro,a,0.1,23,-0.16162966666161083,0.11741057710208631,0.16978757519955723,-0.35475288025044294,0.03149354692722131,280,False
LEVEL,pooled,infl_exp,real_macro,a,0.1,24,0.10559088454950327,0.20981488058585396,0.6152013746100241,-0.23952388277052866,0.4507056518695352,279,True
LEVEL,pooled,freight,physical_channel,a,0.1,0,-0.025263899991763594,0.010119350500541163,0.013096168209469709,-0.04190875036497192,-0.008619049618555266,303,True
LEVEL,pooled,freight,physical_channel,a,0.1,1,-0.010003775328956799,0.01583161878368485,0.527962751857834,-0.03604447090581388,0.01603692024790028,302,True
LEVEL,pooled,freight,physical_channel,a,0.1,2,-0.0029855094687505357,0.01622668199891788,0.854153052093577,-0.029676026208058773,0.0237050072705577,301,True
