measure,channel,outcome,family,battery,horizon,beta,beta_std,se,tstat,pvalue,ci_low,ci_high,ci_low_supt,ci_high_supt,supt_c,nobs,converged,rank,threshold,pvalue_adj,reject,family_size
LEVEL,pooled,oil,asset_price,c,2,-0.0037299311600112583,-0.0013141479993814336,0.0339326299917238,-0.10992166421880627,0.9124715010923143,-0.05954414067390045,0.05208427835387793,-0.10006561139378599,0.09260574907376347,2.839027810613887,301,True,4.0,0.1,1.0,False,4.0
LEVEL,pooled,dxy,asset_price,c,2,0.0017998356968656783,0.0006341271135535329,0.0040841226866767995,0.440690898619939,0.6594367864314881,-0.004917948317229446,0.008517619710960803,-0.009813580352905629,0.013413251746636984,2.843552199755537,301,True,3.0,0.05,1.0,False,4.0
LEVEL,pooled,vix,asset_price,c,2,-2.4777152437698837,-0.8729610255400119,1.6282541643832817,-1.5217005415787432,0.12808413185956366,-5.155955011654563,0.2005245241147957,-6.9446741242216525,1.9892436366818855,2.743403934203157,301,True,1.0,0.025,0.5123365274382546,False,4.0
LEVEL,pooled,us10y,asset_price,c,2,0.02884998270188999,0.010164570181977101,0.06089483170877184,0.47376734432676293,0.6356658238399314,-0.0713131020968829,0.12901306750066288,-0.14283209777872896,0.20053206318250894,2.819321043560554,301,True,2.0,0.03333333333333333,1.0,False,4.0
LEVEL,pooled,ip,real_macro,c,2,-0.5102134120548416,-0.1797609408714721,0.5794833224136481,-0.8804626333847101,0.37860873913947124,-1.46337865668482,0.4429518325751368,-2.1468931411866476,1.1264663170769647,2.824377623698906,301,True,2.0,0.05,0.7572174782789425,False,3.0
LEVEL,pooled,cpi,real_macro,c,2,-0.1175642594121179,-0.04142082780549985,0.09316923459331627,-1.2618356255182939,0.20700793998699696,-0.2708140128532267,0.03568549402899093,-0.3804473325079057,0.1453188136836699,2.8215652328075085,301,True,1.0,0.03333333333333333,0.6210238199609909,False,3.0
LEVEL,pooled,infl_exp,real_macro,c,2,0.08197738288807369,0.028882681501436247,0.19886081837896769,0.4122349669297345,0.6801672100693669,-0.24511955548110928,0.4090743212572566,-0.4803344334270012,0.6442891992031485,2.8276652027222435,301,True,3.0,0.1,0.7572174782789425,False,3.0
LEVEL,pooled,freight,physical_channel,c,2,0.00847060265176833,0.002984405087074802,0.008333382226565543,1.0164663544131396,0.30940736163535965,-0.005236591328370939,0.022177796631907595,-0.015156421245873882,0.03209762654941054,2.8352262329121167,301,True,1.0,0.1,0.30940736163535965,False,1.0
LEVEL,pooled,oil,asset_price,c,6,0.009105712963975063,0.003208170328407159,0.035755733564027566,0.2546644148041186,0.798982303070729,-0.04970723507312617,0.0679186610010763,-0.09240580901319959,0.11061723494114972,2.839027810613887,297,True,3.0,0.05,1.0,False,4.0
LEVEL,pooled,dxy,asset_price,c,6,-0.004525610318636878,-0.0015944856596760018,0.004503023534553483,-1.0050159151756766,0.3148891864185104,-0.011932424911695013,0.0028812042744212566,-0.017330192795867387,0.008278972158593632,2.843552199755537,297,True,1.0,0.025,1.0,False,4.0
LEVEL,pooled,vix,asset_price,c,6,-0.7771387892116763,-0.2738054246237487,1.5334231636562887,-0.5067999542661592,0.612295188439653,-3.299395441603124,1.7451178631797712,-4.98393792918459,3.429660350761237,2.743403934203157,297,True,2.0,0.03333333333333333,1.0,False,4.0
LEVEL,pooled,us10y,asset_price,c,6,-0.017970883853832425,-0.006331591670329569,0.09110276088014004,-0.19725948676216234,0.8436244812823694,-0.16782159051282344,0.13187982280515861,-0.27481881472967645,0.2388770470220116,2.819321043560554,297,True,4.0,0.1,1.0,False,4.0
LEVEL,pooled,ip,real_macro,c,6,0.354983610355031,0.12506960084481944,0.3146272045670361,1.1282673754913535,0.25920701717922334,-0.16253208821466103,0.872499308924723,-0.533642426031044,1.243609646741106,2.824377623698906,297,True,1.0,0.03333333333333333,0.77762105153767,False,3.0
LEVEL,pooled,cpi,real_macro,c,6,0.045237581961123124,0.015938331106058308,0.0699720860238722,0.6465089799622314,0.5179497834064295,-0.06985625752060348,0.16033142144284973,-0.15219322323085085,0.2426683871530971,2.8215652328075085,297,True,3.0,0.1,0.8905009342223735,False,3.0
LEVEL,pooled,infl_exp,real_macro,c,6,0.060306338188104644,0.021247430657588506,0.07900147845648858,0.7633570835173596,0.44525046711118677,-0.06963953018557918,0.19025220656178848,-0.16308339340691907,0.2836960697831284,2.8276652027222435,297,True,2.0,0.05,0.8905009342223735,False,3.0
LEVEL,pooled,freight,physical_channel,c,6,0.0023732922508353477,0.0008361701944583122,0.006216719013217602,0.3817596140004721,0.7026396772923262,-0.007852300565793802,0.012598885067464498,-0.015252512578082727,0.019999097079753423,2.8352262329121167,297,True,1.0,0.1,0.7026396772923262,False,1.0
LEVEL,act,oil,asset_price,a,1,-0.038313738697049744,-0.01871565993101224,0.02265522266637371,-1.691165841151382,0.09080513301648449,-0.07557826386922775,-0.0010492135248717435,-0.10244421367280807,0.02581673627870857,2.8307148387000742,302,True,1.0,0.025,0.36322053206593796,False,4.0
LEVEL,act,dxy,asset_price,a,1,3.803902202499055e-05,1.8581465149023103e-05,0.003052439540088865,0.012461842904801033,0.9900571452979017,-0.004982777226540262,0.005058855270590243,-0.008600359889975083,0.008676437934025066,2.8299983664045274,302,True,4.0,0.1,1.0,False,4.0
LEVEL,act,vix,asset_price,a,1,-1.1439011537366441,-0.5587777574334222,0.9247047234184054,-1.2370447828015019,0.2160704574108664,-2.6649050719105665,0.37710276443727797,-3.6719700345075132,1.3841677270342247,2.733920154993068,302,True,2.0,0.03333333333333333,0.6482113722325992,False,4.0
LEVEL,act,us10y,asset_price,a,1,0.030049580595337102,0.014678748423347668,0.055780337100215766,0.5387127822721758,0.5900850524693907,-0.061700909196528556,0.12180007038720277,-0.1261625272528284,0.1862616884435026,2.8004869810577255,302,True,3.0,0.05,1.0,False,4.0
LEVEL,act,ip,real_macro,a,1,0.007016913455575258,0.0034276520764078534,0.2744136067181315,0.02557057406698786,0.9795998568853803,-0.4443533028395782,0.4583871297507287,-0.7735127764852512,0.7875466033964018,2.8443549110979784,302,True,2.0,0.05,1.0,False,3.0
LEVEL,act,cpi,real_macro,a,1,-0.00014289421322491447,-6.980158010611957e-05,0.06853949319372453,-0.0020848449057104764,0.9983365356431282,-0.11288032818233845,0.11259453975588862,-0.19233034483896916,0.19204455641251933,2.8040395642047278,302,True,3.0,0.1,1.0,False,3.0
LEVEL,act,infl_exp,real_macro,a,1,-0.1093428603072372,-0.053412270871701896,0.10155160788698535,-1.0767220980776844,0.2816044369898575,-0.2763803908628988,0.057694670248424396,-0.39290833579890283,0.17422261518442841,2.7923287616207877,302,True,1.0,0.03333333333333333,0.8448133109695725,False,3.0
LEVEL,act,freight,physical_channel,a,1,0.005049344726717773,0.0024665256378902183,0.00938522910407449,0.5380097460301376,0.5905703201469774,-0.01038798340488967,0.020486672858325214,-0.021292715811164785,0.03139140526460033,2.8067573253429106,302,True,1.0,0.1,0.5905703201469774,False,1.0
LEVEL,act,oil,asset_price,a,2,-0.01186833552782393,-0.0057974956044424715,0.023810337797675035,-0.4984530513037415,0.618164752377397,-0.05103285601326944,0.02729618495762158,-0.0792686120461639,0.05553194099051603,2.8307148387000742,301,True,3.0,0.05,1.0,False,4.0
LEVEL,act,dxy,asset_price,a,2,0.007149963719706456,0.003492645041905178,0.0027151073207460847,2.6334000372927124,0.008453471565249823,0.002684009595614765,0.011615917843798148,-0.0005337855626179368,0.01483371300203085,2.8299983664045274,301,True,1.0,0.025,0.03381388626099929,True,4.0
LEVEL,act,vix,asset_price,a,2,-0.7530294599038988,-0.36784307062887645,0.9872421745965764,-0.7627606268052867,0.4456061664791169,-2.376898331468536,0.8708394116607384,-3.4520707388926644,1.946011819084867,2.733920154993068,301,True,2.0,0.03333333333333333,1.0,False,4.0
LEVEL,act,us10y,asset_price,a,2,-0.006327274973525135,-0.003090774503392943,0.04124443961538874,-0.1534091633327553,0.8780756191286465,-0.07416834106647828,0.061513791119428014,-0.1218317911574428,0.10917724121039254,2.8004869810577255,301,True,4.0,0.1,1.0,False,4.0
LEVEL,act,ip,real_macro,a,2,-0.43740564995222053,-0.21366579391114102,0.22058131119852203,-1.982967856957554,0.04737102004121447,-0.8002296197148209,-0.07458168018962019,-1.0648171857561683,0.19000588585172717,2.8443549110979784,301,True,1.0,0.03333333333333333,0.14211306012364341,False,3.0
LEVEL,act,cpi,real_macro,a,2,-0.09108904740293439,-0.04449556980364453,0.0673697532800209,-1.3520763097398436,0.17635090497183803,-0.2019024304324026,0.019724335626533834,-0.2799965010308242,0.09781840622495544,2.8040395642047278,301,True,2.0,0.05,0.35270180994367606,False,3.0
LEVEL,act,infl_exp,real_macro,a,2,0.07695671935610345,0.037592149392251445,0.1455657754329973,0.5286731659773005,0.5970321951114101,-0.1624776743248657,0.31639111303707257,-0.32951078209308765,0.4834242208052945,2.7923287616207877,301,True,3.0,0.1,0.5970321951114101,False,3.0
LEVEL,act,freight,physical_channel,a,2,0.005309248808893998,0.0025934847022392855,0.005232951124664459,1.0145802401765087,0.3103059624476008,-0.0032981898281701227,0.013916687445958118,-0.009378375093419395,0.01999687271120739,2.8067573253429106,301,True,1.0,0.1,0.3103059624476008,False,1.0
LEVEL,act,oil,asset_price,a,6,-0.016797906787680627,-0.008205513783891866,0.02629700652881291,-0.6387763857941633,0.5229684123605145,-0.060052633354565094,0.026456819779203836,-0.09123723338218406,0.0576414198068228,2.8307148387000742,297,True,2.0,0.03333333333333333,1.0,False,4.0
LEVEL,act,dxy,asset_price,a,6,-0.0036946632726504464,-0.0018047850124282203,0.0036427603209742802,-1.0142482477854278,0.3104643116234753,-0.0096864707987199,0.0022971442534190072,-0.014003669030210891,0.006614342484909998,2.8299983664045274,297,True,1.0,0.025,1.0,False,4.0
LEVEL,act,vix,asset_price,a,6,-0.04167011092542691,-0.020355195078571146,1.1625067497103798,-0.03584504858643475,0.9714059125517188,-1.9538235545421125,1.8704833326912587,-3.2198707442741163,3.1365305224232625,2.733920154993068,297,True,4.0,0.1,1.0,False,4.0
LEVEL,act,us10y,asset_price,a,6,-0.032887356122464156,-0.016064957222917224,0.05328251995458766,-0.617225989883621,0.5370856752987961,-0.12052930232288186,0.05475459007795355,-0.18210435957323537,0.11632964732830706,2.8004869810577255,297,True,3.0,0.05,1.0,False,4.0
LEVEL,act,ip,real_macro,a,6,0.08283768192148314,0.04046490729016797,0.16031315552587555,0.5167241680805953,0.6053487225473642,-0.1808539933932887,0.346529357236255,-0.373149829312155,0.5388251931551212,2.8443549110979784,297,True,2.0,0.05,1.0,False,3.0
LEVEL,act,cpi,real_macro,a,6,-0.022671169287167645,-0.011074510320490113,0.06147611680156333,-0.36878011277692024,0.7122916292011765,-0.12379038297911142,0.07844804440477614,-0.1950526330524222,0.14971029447808692,2.8040395642047278,297,True,3.0,0.1,1.0,False,3.0
LEVEL,act,infl_exp,real_macro,a,6,-0.04907378651161013,-0.02397177438465731,0.05816837317121283,-0.8436506616261437,0.39886464550373446,-0.14475224609614626,0.046604673072926005,-0.2114990079342787,0.11335143491105845,2.7923287616207877,297,True,1.0,0.03333333333333333,1.0,False,3.0
LEVEL,act,freight,physical_channel,a,6,-0.0009072257920764227,-0.0004431655584280789,0.003801245569430078,-0.23866539940813225,0.8113650487404286,-0.007159718353886701,0.005345266769733855,-0.011576399639501578,0.009761948055348732,2.8067573253429106,297,True,1.0,0.1,0.8113650487404286,False,1.0
LEVEL,act,oil,asset_price,b,1,-0.04033318111577079,-0.01970212585275102,0.025328546495619705,-1.5924001451384497,0.11129482365301699,-0.08199493268449987,0.0013285704529582831,-0.11245920370793829,0.0317928414763967,2.847617908301248,302,True,1.0,0.025,0.44517929461206796,False,4.0
LEVEL,act,dxy,asset_price,b,1,0.001106028561834327,0.0005402775907868203,0.00317242466201857,0.3486382435101158,0.7273609128703176,-0.004112145649717216,0.006324202773385869,-0.007877815528778616,0.010089872652447271,2.8318541959942554,302,True,4.0,0.1,0.8020685627962707,False,4.0
