measure,channel,outcome,family,battery,horizon,beta,beta_std,se,tstat,pvalue,ci_low,ci_high,ci_low_supt,ci_high_supt,supt_c,nobs,converged,rank,threshold,pvalue_adj,reject,family_size
LEVEL,act,vix,asset_price,a,2,-0.9691536869516265,-0.47565468875832106,0.9586400424462957,-1.0109672494782314,0.312032105050812,-2.545976237710329,0.6076688638070763,-3.566101193928557,1.6277938200253037,2.7089912709570703,307,True,2.0,0.03333333333333333,0.9360963151524361,False,4.0
LEVEL,act,us10y,asset_price,a,2,0.010902502086503542,0.005350881193006934,0.0400259412527986,0.27238590137443036,0.7853253120925756,-0.05493431255530878,0.07673931672831585,-0.10140756238808638,0.12321256656109345,2.805931877160721,307,True,3.0,0.05,1.0,False,4.0
LEVEL,act,ip,real_macro,a,2,-0.4093128670115864,-0.20088824608979677,0.2102116706292788,-1.9471462539938365,0.05151720304255587,-0.755080295873684,-0.06354543814948893,-1.0102729405860598,0.19164720656288703,2.8588330599127554,307,True,1.0,0.03333333333333333,0.15455160912766763,False,3.0
LEVEL,act,cpi,real_macro,a,2,-0.07982999165385835,-0.03918007055530155,0.06688881916976344,-1.1934728799928473,0.23268422723635884,-0.18985230846774492,0.03019232516002822,-0.26708872722012666,0.10742874391241,2.799552120826154,307,True,2.0,0.05,0.4653684544727177,False,3.0
LEVEL,act,infl_exp,real_macro,a,2,0.07879865568172101,0.03867389718214414,0.14176549521157852,0.5558380448226673,0.57832157485976,-0.1543848332936155,0.31198214465705754,-0.31921179881463313,0.47680911017807515,2.807526993097592,307,True,3.0,0.1,0.57832157485976,False,3.0
LEVEL,act,freight,physical_channel,a,2,0.005668945863335718,0.002782283879757155,0.005085303648173092,1.1147703766661605,0.26494883389303603,-0.0026956342865113456,0.014033526013182782,-0.008684603131859737,0.020022494858531175,2.822554952122083,307,True,1.0,0.1,0.26494883389303603,False,1.0
LEVEL,act,oil,asset_price,a,6,-0.01461144239905663,-0.007171206363042308,0.025279022166031725,-0.5780066294925964,0.5632596433971855,-0.056191733694640575,0.026968848896527314,-0.0860672806828304,0.056844395884717146,2.826685218061615,303,True,2.0,0.03333333333333333,1.0,False,4.0
LEVEL,act,dxy,asset_price,a,6,-0.003727736931548392,-0.0018295504354172167,0.003588085326641216,-1.0389209263977852,0.29884151310729246,-0.009629612094885553,0.0021741382317887695,-0.013902130255104766,0.006446656392007981,2.8356051758335856,303,True,1.0,0.025,1.0,False,4.0
LEVEL,act,vix,asset_price,a,6,-0.19295741347850826,-0.09470231572911675,1.1223879749305017,-0.1719168574400097,0.8635028935783199,-2.039121344889662,1.6532065179326456,-3.23349664019242,2.847581813235404,2.7089912709570703,303,True,4.0,0.1,1.0,False,4.0
LEVEL,act,us10y,asset_price,a,6,-0.02884698667433039,-0.014157924231143048,0.05256648654297253,-0.5487714430133788,0.5831623102596455,-0.1153111627206345,0.05761718937197373,-0.1763449669355971,0.11865099358693632,2.805931877160721,303,True,3.0,0.05,1.0,False,4.0
