measure,channel,outcome,family,battery,horizon,beta,se,tstat,pvalue,ci_low,ci_high,ci_low_supt,ci_high_supt,supt_c,nobs,converged,rank,threshold,pvalue_adj,reject,family_size
LEVEL,threat,oil,asset_price,a,2,0.02382721897067794,0.04895419150475117,0.4867247979851823,0.6264533693692262,-0.056695260480388976,0.10434969842174485,-0.11531189002139,0.16296632796274588,2.842230761355011,223,True,3.0,0.05,1.0,False,4.0
LEVEL,threat,dxy,asset_price,a,2,-0.002458296556507931,0.005463749770507079,-0.44992846666910624,0.652762020794979,-0.011445365183281772,0.0065287720702659115,-0.017888330980240938,0.012971737867225077,2.8240741380623255,223,True,4.0,0.1,1.0,False,4.0
LEVEL,threat,vix,asset_price,a,2,-2.922918491670921,2.449766648640493,-1.1931415970957908,0.23281392284731117,-6.952426048871989,1.1065890655301471,-9.622532128254795,3.776695144912953,2.7347966551433984,223,True,1.0,0.025,0.9312556913892447,False,4.0
LEVEL,threat,us10y,asset_price,a,2,0.07287527085145677,0.07488274687802014,0.9731917416192887,0.3304580145076864,-0.05029588694694369,0.19604642864985722,-0.1388973409589339,0.2846478826618475,2.8280561362867283,223,True,2.0,0.03333333333333333,0.9913740435230592,False,4.0
LEVEL,threat,ip,real_macro,a,2,-0.8635138726730329,1.001521488376555,-0.8622020422874506,0.38857634605152935,-2.5108701252990464,0.7838423799529803,-3.706781610832607,1.9797538654865414,2.8389483113022873,223,True,2.0,0.05,0.7771526921030587,False,3.0
LEVEL,threat,cpi,real_macro,a,2,0.030511894372571846,0.13834529213857874,0.22054884485702964,0.8254437360293809,-0.1970458611732304,0.2580696499183741,-0.35602391713384535,0.41704770587898904,2.7939932435086345,223,True,3.0,0.1,0.8254437360293809,False,3.0
LEVEL,threat,infl_exp,real_macro,a,2,-0.15813990449949544,0.10061352853021789,-1.5717558742808657,0.11600717855386582,-0.32363443182280976,0.007354622823818879,-0.44359467026728283,0.12731486126829195,2.8371409882723175,223,True,1.0,0.03333333333333333,0.34802153566159744,False,3.0
LEVEL,threat,freight,physical_channel,a,2,0.01714701480119156,0.012275402360907187,1.3968596952714751,0.1624557668414479,-0.003044225294435293,0.03733825489681841,-0.01732888013151905,0.05162290973390217,2.8085348177672884,223,True,1.0,0.1,0.1624557668414479,False,1.0
LEVEL,threat,oil,asset_price,a,6,0.02684482030120187,0.048064972924878255,0.558511087547229,0.5764954354720842,-0.05221502474360844,0.10590466534601219,-0.10976692428958283,0.16345656489198657,2.842230761355011,219,True,2.0,0.03333333333333333,1.0,False,4.0
LEVEL,threat,dxy,asset_price,a,6,0.0012593618504487068,0.005207204816161141,0.24184987818035056,0.8088964886839841,-0.007305727877693121,0.009824451578590535,-0.013446170602465559,0.015964894303362974,2.8240741380623255,219,True,4.0,0.1,1.0,False,4.0
LEVEL,threat,vix,asset_price,a,6,0.8380469982630697,2.1612936906124345,0.3877524844971887,0.6981992115143946,-2.716964767648126,4.393058764174265,-5.072651757606347,6.748745754132487,2.7347966551433984,219,True,3.0,0.05,1.0,False,4.0
LEVEL,threat,us10y,asset_price,a,6,0.11376272291017188,0.07406476237513343,1.5359898454000398,0.12454087087537401,-0.008062970111865284,0.23558841593220903,-0.0956965828074426,0.3232220286277864,2.8280561362867283,219,True,1.0,0.025,0.49816348350149603,False,4.0
LEVEL,threat,ip,real_macro,a,6,0.06381956703285693,0.3278270925483693,0.19467447469565277,0.8456477958196158,-0.47540801515828424,0.6030471492239982,-0.8668646037564747,0.9945037378221886,2.8389483113022873,219,True,3.0,0.1,0.8456477958196158,False,3.0
LEVEL,threat,cpi,real_macro,a,6,0.12090623729312677,0.09301973827757452,1.2997912005765684,0.1936725422105552,-0.03209761659081836,0.2739100911770719,-0.13899028296735794,0.3808027575536115,2.7939932435086345,219,True,2.0,0.05,0.3873450844211104,False,3.0
LEVEL,threat,infl_exp,real_macro,a,6,0.16297044867461558,0.0988905488461321,1.647988109846453,0.09935511113256229,0.00030997073383345897,0.3256309266153977,-0.11759598080949157,0.4435368781587227,2.8371409882723175,219,True,1.0,0.03333333333333333,0.29806533339768687,False,3.0
LEVEL,threat,freight,physical_channel,a,6,0.0019077107247115373,0.0077832778859424755,0.24510376639090448,0.8063760867041958,-0.01089464213555213,0.014710063584975204,-0.01995189621431608,0.023767317663739154,2.8085348177672884,219,True,1.0,0.1,0.8063760867041958,False,1.0
LEVEL,threat,oil,asset_price,b,1,-0.028003359385497376,0.09988116942717278,-0.2803667552762857,0.7791961400785173,-0.192293263181937,0.13628654441094223,-0.3107487665911123,0.25474204782011756,2.830817949240928,224,True,2.0,0.03333333333333333,1.0,False,4.0
LEVEL,threat,dxy,asset_price,b,1,0.0066092580858287875,0.0062041109552564535,1.065303011744023,0.2867388303348074,-0.003595596320934153,0.016814112492591727,-0.010993084097730383,0.02421160026938796,2.8372062186678866,224,True,1.0,0.025,1.0,False,4.0
LEVEL,threat,vix,asset_price,b,1,0.20356923119938042,3.1274161209946985,0.06509182766974855,0.9481008872096338,-4.940572518405253,5.347710980804014,-8.35426195618096,8.761400418579722,2.736390315932265,224,True,4.0,0.1,1.0,False,4.0
LEVEL,threat,us10y,asset_price,b,1,0.008229652776513437,0.0911580123365353,0.0902789844312464,0.9280655199416069,-0.1417119344409237,0.15817123999395058,-0.25143235592126023,0.2678916614742871,2.8484825638711686,224,True,3.0,0.05,1.0,False,4.0
LEVEL,threat,ip,real_macro,b,1,0.30010413436569183,0.7241963932433989,0.41439606323036227,0.6785840715711914,-0.8910929296858874,1.491301198417271,-1.7434216814888737,2.343629950220257,2.82178402836611,224,True,3.0,0.1,0.707571288085322,False,3.0
LEVEL,threat,cpi,real_macro,b,1,0.13969221284991742,0.10665691212477293,1.3097342691348315,0.1902857462680294,-0.035742795897959784,0.3151272215977946,-0.16082910582550633,0.44021353152534115,2.8176450329244287,224,True,1.0,0.03333333333333333,0.5708572388040882,False,3.0
LEVEL,threat,infl_exp,real_macro,b,1,-0.1104478678464089,0.11911061728721996,-0.9272713916012882,0.353785644042661,-0.3063673986997214,0.08547166300690358,-0.44786030157378176,0.22696456588096392,2.8327653857568893,224,True,2.0,0.05,0.707571288085322,False,3.0
LEVEL,threat,freight,physical_channel,b,1,0.017515953456046153,0.010451631155312576,1.6759062002626044,0.0937565670645689,0.00032455004267125526,0.03470735686942105,-0.011881175590549416,0.04691308250264172,2.812683361070676,224,True,1.0,0.1,0.0937565670645689,True,1.0
LEVEL,threat,oil,asset_price,b,2,0.021449106763792386,0.053268677014726866,0.40265889760810997,0.687199174954703,-0.06617006982678762,0.1090682833543724,-0.1293448202618141,0.17224303378939887,2.830817949240928,223,True,4.0,0.1,1.0,False,4.0
LEVEL,threat,dxy,asset_price,b,2,-0.002325803883351503,0.005592726143203743,-0.4158622867986858,0.6775107774347836,-0.011525019764546498,0.006873411997843493,-0.01819352127615563,0.013541913509452623,2.8372062186678866,223,True,3.0,0.05,1.0,False,4.0
LEVEL,threat,vix,asset_price,b,2,-2.4457164414821246,2.540945034480196,-0.9625223719105155,0.33578727081249626,-6.625199097331208,1.733766214366959,-9.398733827149908,4.507300944185658,2.736390315932265,223,True,1.0,0.025,1.0,False,4.0
LEVEL,threat,us10y,asset_price,b,2,0.04638828933264198,0.07299185983306837,0.6355268853092868,0.5250848378382598,-0.07367263605171401,0.16644921471699797,-0.1615277507063816,0.2543043293716655,2.8484825638711686,223,True,2.0,0.03333333333333333,1.0,False,4.0
LEVEL,threat,ip,real_macro,b,2,-0.887518833609315,1.0064415103372824,-0.8818384620402695,0.37786416906316755,-2.5429678022021114,0.7679301349834814,-3.7274794129637234,1.9524417457450935,2.82178402836611,223,True,2.0,0.05,0.7557283381263351,False,3.0
LEVEL,threat,cpi,real_macro,b,2,0.009842868992259512,0.13844197925709575,0.07109743045482371,0.9433202131974726,-0.21787392271111494,0.23755966069563395,-0.38023748620972314,0.39992322419424214,2.8176450329244287,223,True,3.0,0.1,0.9433202131974726,False,3.0
LEVEL,threat,infl_exp,real_macro,b,2,-0.17792338220461065,0.10056051940543533,-1.7693164599445559,0.07684107808546697,-0.34333071727676484,-0.012516047132456465,-0.4627877407500618,0.10694097634084052,2.8327653857568893,223,True,1.0,0.03333333333333333,0.23052323425640092,False,3.0
LEVEL,threat,freight,physical_channel,b,2,0.017885123151223346,0.012659346738993061,1.4127998482049595,0.1577145829153822,-0.0029376492472456828,0.038707895549692374,-0.017721610783566755,0.05349185708601345,2.812683361070676,223,True,1.0,0.1,0.1577145829153822,False,1.0
LEVEL,threat,oil,asset_price,b,6,0.022625687269135837,0.050073411888221356,0.4518503216765627,0.6513768149249803,-0.059737745889040024,0.1049891204273117,-0.11912302588377527,0.16437440042204693,2.830817949240928,219,True,3.0,0.05,1.0,False,4.0
LEVEL,threat,dxy,asset_price,b,6,0.0013597179048955763,0.005254213817908499,0.25878617658480213,0.7958002241366506,-0.0072826947502697605,0.010002130560060914,-0.013547570213485157,0.01626700602327631,2.8372062186678866,219,True,4.0,0.1,1.0,False,4.0
LEVEL,threat,vix,asset_price,b,6,1.8512170395918301,2.173979431134624,0.8515338337978935,0.39447287701067746,-1.7246609126278545,5.427094991811515,-4.097639222800889,7.80007330198455,2.736390315932265,219,True,2.0,0.03333333333333333,1.0,False,4.0
LEVEL,threat,us10y,asset_price,b,6,0.09506626394520502,0.07579574872874315,1.2542426922310241,0.2097538067025434,-0.029606648258770574,0.21973917614918062,-0.12083660472418013,0.3109691326145902,2.8484825638711686,219,True,1.0,0.025,0.8390152268101736,False,4.0
LEVEL,threat,ip,real_macro,b,6,0.0380999085811964,0.3781717581561072,0.10074763056597412,0.9197507999729306,-0.5839372794324915,0.6601370965948843,-1.0290191185628381,1.1052189357252309,2.82178402836611,219,True,3.0,0.1,0.9197507999729306,False,3.0
LEVEL,threat,cpi,real_macro,b,6,0.09173243716261657,0.08731639784018554,1.0505751431765848,0.2934537623057971,-0.051890256517150304,0.23535513084238346,-0.15429417750463553,0.33775905182986865,2.8176450329244287,219,True,2.0,0.05,0.5869075246115942,False,3.0
LEVEL,threat,infl_exp,real_macro,b,6,0.14566260112668708,0.0986830688190709,1.476064768453342,0.13992650577564852,-0.016656602539063425,0.3079818047924376,-0.13388338038424194,0.4252085826376161,2.8327653857568893,219,True,1.0,0.03333333333333333,0.4197795173269456,False,3.0
LEVEL,threat,freight,physical_channel,b,6,0.0014614015996288548,0.008688029465128604,0.16820863758514226,0.8664191459566806,-0.012829135177149188,0.0157519383764069,-0.022975274317430135,0.025898077516687844,2.812683361070676,219,True,1.0,0.1,0.8664191459566806,False,1.0
INNOVATION,pooled,oil,asset_price,a,1,-0.05738165797511663,0.09647652502278982,-0.5947732669845007,0.5519950393492561,-0.21607142007452693,0.10130810412429367,-0.33104317923399873,0.21627986328376547,2.836560719763045,224,True,2.0,0.03333333333333333,1.0,False,4.0
INNOVATION,pooled,dxy,asset_price,a,1,0.009755683130073864,0.006531981302746534,1.4935258810327343,0.13529958474843487,-0.0009884700069279738,0.020499836267075702,-0.008799862918009637,0.028311229178157364,2.8407224681248495,224,True,1.0,0.025,0.5411983389937395,False,4.0
INNOVATION,pooled,vix,asset_price,a,1,-0.18157590596545692,2.9285594475515024,-0.06200178252050445,0.9505614124883963,-4.998627535013545,4.635475723082632,-8.210294225256252,7.847142413325337,2.741524788237921,224,True,4.0,0.1,1.0,False,4.0
INNOVATION,pooled,us10y,asset_price,a,1,0.016920969507679337,0.09982394541010695,0.1695081219056498,0.8653969844472227,-0.14727480915674085,0.1811167481720995,-0.26733316715569905,0.30117510617105775,2.8475546172371415,224,True,3.0,0.05,1.0,False,4.0
INNOVATION,pooled,ip,real_macro,a,1,0.3221219682991875,0.7629165025787117,0.4222244075339732,0.6728612277901449,-0.9327640080285385,1.5770079446269136,-1.836639357166586,2.480883293764961,2.82961676431039,224,True,3.0,0.1,0.6897499297525584,False,3.0
INNOVATION,pooled,cpi,real_macro,a,1,0.1390334538473199,0.11580585544200699,1.200573609310669,0.22991664325085281,-0.051450227498683165,0.329517135193323,-0.18588032521510645,0.46394723290974627,2.8056766026406668,224,True,1.0,0.03333333333333333,0.6897499297525584,False,3.0
INNOVATION,pooled,infl_exp,real_macro,a,1,-0.1685432931910193,0.14505127658682734,-1.1619566346258916,0.2452530803258346,-0.4071314115788034,0.07004482519676483,-0.5789144238946942,0.24182783751265557,2.8291452537339628,224,True,2.0,0.05,0.6897499297525584,False,3.0
INNOVATION,pooled,freight,physical_channel,a,1,0.017398257545772566,0.012226487163900127,1.422997244633159,0.15473695400268933,-0.0027125242106441766,0.03750903930218931,-0.017062654930141696,0.05185917002168683,2.81854567170065,224,True,1.0,0.1,0.15473695400268933,False,1.0
INNOVATION,pooled,oil,asset_price,a,2,0.0009078769744421504,0.05015466168177441,0.01810154717426918,0.9855578436879353,-0.08158920020134851,0.08340495415023282,-0.1413588662650839,0.14317462021396818,2.836560719763045,223,True,4.0,0.1,1.0,False,4.0
INNOVATION,pooled,dxy,asset_price,a,2,0.0013905487268292196,0.005955004796110525,0.23350925388631896,0.8153659845930603,-0.008404562510566588,0.011185659964225029,-0.015525967195273185,0.018307064648931625,2.8407224681248495,223,True,3.0,0.05,1.0,False,4.0
INNOVATION,pooled,vix,asset_price,a,2,-2.5007436612662364,2.4281538210487703,-1.0298950748458402,0.3030592629939658,-6.4947012806143825,1.4932139580819093,-9.157587551326063,4.1561002287935915,2.741524788237921,223,True,1.0,0.025,1.0,False,4.0
INNOVATION,pooled,us10y,asset_price,a,2,0.0266338853403785,0.07614537150090171,0.3497768126334915,0.7265062019993079,-0.09861410514844696,0.15188187582920396,-0.19019421885825163,0.24346198953900863,2.8475546172371415,223,True,2.0,0.03333333333333333,1.0,False,4.0
INNOVATION,pooled,ip,real_macro,a,2,-1.1514958701375184,0.9544209739473546,-1.2064863425780439,0.2276300219686258,-2.7213786707733814,0.4183869304983443,-3.8521414582284033,1.5491497179533662,2.82961676431039,223,True,2.0,0.05,0.4552600439372516,False,3.0
INNOVATION,pooled,cpi,real_macro,a,2,-0.037953393633131154,0.15444080649234126,-0.2457471862205878,0.8058779426834932,-0.29198591434136917,0.21607912707510685,-0.4712643509016478,0.3953575636353855,2.8056766026406668,223,True,3.0,0.1,0.8058779426834932,False,3.0
INNOVATION,pooled,infl_exp,real_macro,a,2,-0.22237209147449552,0.11459565933176202,-1.940493145824255,0.052319786364176876,-0.4108651773592396,-0.03387900558975143,-0.5465798571714642,0.10183567422247311,2.8291452537339628,223,True,1.0,0.03333333333333333,0.15695935909253061,False,3.0
INNOVATION,pooled,freight,physical_channel,a,2,0.01600091462733116,0.013206302865485065,1.2116119697019723,0.22566095048196333,-0.005721520539581568,0.03772334979424389,-0.021221653153349663,0.05322348240801199,2.81854567170065,223,True,1.0,0.1,0.22566095048196333,False,1.0
INNOVATION,pooled,oil,asset_price,a,6,-0.004814305810618117,0.05657550924155006,-0.08509522716027813,0.9321856847198794,-0.09787273738320827,0.08824412576197203,-0.16529417302579016,0.15566556140455393,2.836560719763045,219,True,4.0,0.1,1.0,False,4.0
INNOVATION,pooled,dxy,asset_price,a,6,0.0027453614766697844,0.006071958004547878,0.4521377576415247,0.6511697443983628,-0.007242120669807817,0.012732843623147385,-0.014503386052359901,0.01999410900569947,2.8407224681248495,219,True,2.0,0.03333333333333333,1.0,False,4.0
INNOVATION,pooled,vix,asset_price,a,6,1.0901582666813283,2.5800568855038843,0.4225326475576606,0.6726362761129755,-3.1536576591808547,5.333974192543511,-5.983131639991497,8.163448173354155,2.741524788237921,219,True,3.0,0.05,1.0,False,4.0
INNOVATION,pooled,us10y,asset_price,a,6,0.09171322400680239,0.09563144629717675,0.9590278883977306,0.3375446959868307,-0.06558650728572372,0.2490129552993285,-0.18060254244978902,0.36402899046339376,2.8475546172371415,219,True,1.0,0.025,1.0,False,4.0
INNOVATION,pooled,ip,real_macro,a,6,0.17021895068662096,0.42060706661244013,0.404698266383303,0.6856993166508167,-0.5216181083522706,0.8620560097255126,-1.0199378561873567,1.3603757575605986,2.82961676431039,219,True,3.0,0.1,1.0,False,3.0
INNOVATION,pooled,cpi,real_macro,a,6,0.07453138614387832,0.11358956862726532,0.6561463965801898,0.5117299344222443,-0.11230682779653221,0.26136960008428883,-0.2441642088576863,0.39322698114544297,2.8056766026406668,219,True,2.0,0.05,1.0,False,3.0
INNOVATION,pooled,infl_exp,real_macro,a,6,0.14580362552186868,0.11608198493074774,1.256040078991174,0.20910143932550707,-0.04513424841519789,0.3367414994589353,-0.18260917118897366,0.474216422232711,2.8291452537339628,219,True,1.0,0.03333333333333333,0.6273043179765212,False,3.0
INNOVATION,pooled,freight,physical_channel,a,6,-0.002707153447304889,0.009491517023125305,-0.2852182049201546,0.7754769738627192,-0.018319309648064188,0.012905002753454409,-0.029459427670707757,0.02404512077609798,2.81854567170065,219,True,1.0,0.1,0.7754769738627192,False,1.0
INNOVATION,pooled,oil,asset_price,b,1,-0.05616499998715736,0.09703876491169856,-0.5787893120678658,0.562731343694024,-0.21577956440705598,0.10344956443274127,-0.33377367365387245,0.22144367367955775,2.8608018034785174,224,True,2.0,0.03333333333333333,1.0,False,4.0
INNOVATION,pooled,dxy,asset_price,b,1,0.009412048716144261,0.0065078529927836415,1.4462601915840745,0.14810423675198475,-0.001292416882702905,0.020116514314991427,-0.00917527122416336,0.027999368656451883,2.8561370333531704,224,True,1.0,0.025,0.592416947007939,False,4.0
INNOVATION,pooled,vix,asset_price,b,1,-0.13823074219797693,2.9315793571347815,-0.04715231121462071,0.9623918353507586,-4.960249680477188,4.683788196081234,-8.183404880548721,7.906943396152767,2.7443139544459756,224,True,4.0,0.1,1.0,False,4.0
INNOVATION,pooled,us10y,asset_price,b,1,0.017232140469202906,0.09953723727659702,0.17312255132536705,0.862555099195423,-0.146492045281937,0.1809563262203428,-0.26571267711663105,0.30017695805503686,2.842602681442509,224,True,3.0,0.05,1.0,False,4.0
INNOVATION,pooled,ip,real_macro,b,1,0.2944822084467948,0.7385534115951008,0.398728384194696,0.6900933510274174,-0.9203300493127902,1.5092944662063799,-1.7920473606767473,2.381011777570337,2.8251573093638975,224,True,3.0,0.1,0.7075284180576897,False,3.0
INNOVATION,pooled,cpi,real_macro,b,1,0.13798294000202904,0.11785868550588408,1.170749015312412,0.24169967685865112,-0.05587734632005728,0.33184322632411534,-0.19293135050158627,0.46889723050564436,2.807720865740476,224,True,2.0,0.05,0.7075284180576897,False,3.0
INNOVATION,pooled,infl_exp,real_macro,b,1,-0.1727677848679287,0.14574126058498602,-1.1854418177423596,0.2358428060192299,-0.4124908259376226,0.06695525620176518,-0.5837576656722651,0.23822209593640764,2.819996747349911,224,True,1.0,0.03333333333333333,0.7075284180576897,False,3.0
INNOVATION,pooled,freight,physical_channel,b,1,0.017910736884063506,0.012321006987201752,1.4536747607292162,0.14603649886878087,-0.0023555161465297243,0.038176989914656734,-0.016786916402680256,0.05260839017080727,2.8161377818213555,224,True,1.0,0.1,0.14603649886878087,False,1.0
INNOVATION,pooled,oil,asset_price,b,2,0.0023084501249037194,0.04847323686388849,0.04762318908856414,0.9620165507745329,-0.07742292934074108,0.08203982959054851,-0.13636387331574984,0.14098077356555727,2.8608018034785174,223,True,4.0,0.1,1.0,False,4.0
INNOVATION,pooled,dxy,asset_price,b,2,0.0010554456833810994,0.005845119245019111,0.18056871710196368,0.8567061123392739,-0.008558919906752435,0.010669811273514636,-0.015639015856683307,0.017749907223445507,2.8561370333531704,223,True,3.0,0.05,1.0,False,4.0
INNOVATION,pooled,vix,asset_price,b,2,-2.4808284215519745,2.421648612543988,-1.0244378183942289,0.30562852690833886,-6.4640859250969545,1.502429081993005,-9.126592501721177,4.164935658617228,2.7443139544459756,223,True,1.0,0.025,1.0,False,4.0
INNOVATION,pooled,us10y,asset_price,b,2,0.027106248596672253,0.07591896630233974,0.35704185550583384,0.7210604718522826,-0.09776933848013787,0.1519818356734824,-0.1887012085867022,0.24291370578004667,2.842602681442509,223,True,2.0,0.03333333333333333,1.0,False,4.0
INNOVATION,pooled,ip,real_macro,b,2,-1.1443624224289137,0.9585734336864165,-1.193818211744094,0.232549086144482,-2.7210754115273423,0.4323505666695149,-3.8524831651701423,1.5637583203123149,2.8251573093638975,223,True,2.0,0.05,0.465098172288964,False,3.0
INNOVATION,pooled,cpi,real_macro,b,2,-0.03256656813336965,0.15483540467328874,-0.21033024198881975,0.8334099334695894,-0.2872481450907276,0.22211500882398827,-0.46730116458993287,0.40216802832319354,2.807720865740476,223,True,3.0,0.1,0.8334099334695894,False,3.0
INNOVATION,pooled,infl_exp,real_macro,b,2,-0.22643710100744077,0.11502487706330591,-1.9685924192104742,0.048999913802913714,-0.4156361872346667,-0.03723801478021482,-0.5508068801902868,0.09793267817540527,2.819996747349911,223,True,1.0,0.03333333333333333,0.14699974140874114,False,3.0
INNOVATION,pooled,freight,physical_channel,b,2,0.01569927362918383,0.01277323698512495,1.2290755779029536,0.21904347079638797,-0.005310831553709632,0.036709378812077295,-0.020271921640784445,0.051670468899152104,2.8161377818213555,223,True,1.0,0.1,0.21904347079638797,False,1.0
INNOVATION,pooled,oil,asset_price,b,6,-0.008520742832692704,0.05569300977554446,-0.1529948348461188,0.8784023485331972,-0.1001275919578408,0.08308610629245539,-0.167847405639717,0.15080591997433157,2.8608018034785174,219,True,4.0,0.1,1.0,False,4.0
INNOVATION,pooled,dxy,asset_price,b,6,0.002318418162727485,0.006045547878606383,0.3834918206390793,0.7013551337564534,-0.007625623192307002,0.012262459517761972,-0.014948495020269901,0.01958533134572487,2.8561370333531704,219,True,3.0,0.05,1.0,False,4.0
INNOVATION,pooled,vix,asset_price,b,6,1.028340496663132,2.610774417702635,0.39388332047777064,0.6936671853340244,-3.2660012734471646,5.322682266773429,-6.136444169748775,8.193125163075038,2.7443139544459756,219,True,2.0,0.03333333333333333,1.0,False,4.0
INNOVATION,pooled,us10y,asset_price,b,6,0.09678890101382974,0.0980758523480408,0.9868780000030581,0.323702450541981,-0.06453152043720221,0.2581093224648617,-0.1820017798554706,0.3755795818831301,2.842602681442509,219,True,1.0,0.025,1.0,False,4.0
INNOVATION,pooled,ip,real_macro,b,6,0.19564577198782238,0.43512830897786164,0.449627771742556,0.6529788596954774,-0.5200766052236742,0.911368149199319,-1.033660150632136,1.4249516946077807,2.8251573093638975,219,True,3.0,0.1,0.9078043093982922,False,3.0
INNOVATION,pooled,cpi,real_macro,b,6,0.08553216517080636,0.11420651810899263,0.7489254255101185,0.4539021546991461,-0.10232084036226916,0.2733851707038819,-0.2351278587273798,0.4061921890689925,2.807720865740476,219,True,2.0,0.05,0.9078043093982922,False,3.0
INNOVATION,pooled,infl_exp,real_macro,b,6,0.14969563810819556,0.11727734499957568,1.276424173046697,0.20180561563180333,-0.0432084281735956,0.3425997043899867,-0.1810260933284412,0.4804173695448323,2.819996747349911,219,True,1.0,0.03333333333333333,0.60541684689541,False,3.0
INNOVATION,pooled,freight,physical_channel,b,6,-0.0017175869228105087,0.009229281003362412,-0.18610192085220478,0.8523648356071911,-0.016898403255345494,0.013463229409724477,-0.027708513855425505,0.024273340009804488,2.8161377818213555,219,True,1.0,0.1,0.8523648356071911,False,1.0
INNOVATION,act,oil,asset_price,a,1,-0.048677935869916984,0.03500725584290672,-1.3905099013860656,0.16437409474943654,-0.10625974761274021,0.008903875872906246,-0.1488731477726892,0.051517276032855226,2.8621269931123177,224,True,1.0,0.025,0.6574963789977462,False,4.0
INNOVATION,act,dxy,asset_price,a,1,0.005532196763770203,0.004209192863664982,1.3143129675824048,0.18874090515447606,-0.0013913093845673965,0.012455702912107802,-0.006410749106693463,0.01747514263423387,2.8373482178872735,224,True,2.0,0.03333333333333333,0.6574963789977462,False,4.0
INNOVATION,act,vix,asset_price,a,1,-0.8290988569066025,1.459631815027454,-0.568019173308447,0.570021948931187,-3.2299795418682704,1.5717818280550657,-4.875561745884867,3.2173640320716617,2.772249033844302,224,True,3.0,0.05,1.0,False,4.0
INNOVATION,act,us10y,asset_price,a,1,0.009896750492046351,0.06767834845080653,0.1462321513244375,0.8837381252748719,-0.10142422642334831,0.12121772740744102,-0.1818674717991179,0.20166097278321063,2.833464862555744,224,True,4.0,0.1,1.0,False,4.0
INNOVATION,act,ip,real_macro,a,1,0.20063672086873813,0.3822209243902481,0.5249234358082598,0.5996364168704587,-0.4280607529113058,0.829334194648782,-0.8829615627028833,1.2842350044403594,2.835005135577732,224,True,2.0,0.05,1.0,False,3.0
INNOVATION,act,cpi,real_macro,a,1,0.03628758088744587,0.07038236943605515,0.5155777104153109,0.6061493813464018,-0.0794811147528879,0.15205627652777964,-0.16125968387370015,0.23383484564859192,2.806772013275635,224,True,3.0,0.1,1.0,False,3.0
INNOVATION,act,infl_exp,real_macro,a,1,-0.16656925864061267,0.11494567074842332,-1.4491129379302652,0.14730604547551568,-0.35563806207352655,0.02249954479230118,-0.4893862599539095,0.15624774267268415,2.808431141524526,224,True,1.0,0.03333333333333333,0.44191813642654704,False,3.0
INNOVATION,act,freight,physical_channel,a,1,0.010005675528562907,0.009304078028106661,1.075407525424528,0.28219231404279244,-0.005298170961407837,0.02530952201853365,-0.016263273039954496,0.03627462409708031,2.8233800801284787,224,True,1.0,0.1,0.28219231404279244,False,1.0
INNOVATION,act,oil,asset_price,a,2,-0.025843258592104203,0.03176609090859799,-0.8135485938910197,0.4159035973288777,-0.0780938284371818,0.02640731125297339,-0.1167618448472623,0.06507532766305389,2.8621269931123177,223,True,2.0,0.03333333333333333,1.0,False,4.0
INNOVATION,act,dxy,asset_price,a,2,0.007340671296981627,0.0038953683331805653,1.8844614088105949,0.059502590121378054,0.0009333605658376634,0.013747982028125591,-0.003711845101182769,0.018393187695146022,2.8373482178872735,223,True,1.0,0.025,0.23801036048551222,False,4.0
INNOVATION,act,vix,asset_price,a,2,-0.6612062614277163,1.5886195254614068,-0.4162143614819742,0.6772531516665902,-3.274252849728838,1.9518403268734055,-5.065255206034294,3.742842683178862,2.772249033844302,223,True,4.0,0.1,1.0,False,4.0
INNOVATION,act,us10y,asset_price,a,2,-0.04021878153110123,0.05144302014624848,-0.7818122150830643,0.43432494126817467,-0.12483501979999569,0.04439745673779323,-0.18598077153924353,0.10554320847704107,2.833464862555744,223,True,3.0,0.05,1.0,False,4.0
INNOVATION,act,ip,real_macro,a,2,-0.7371579298084042,0.30908309616343815,-2.3849829995834098,0.017079910624217032,-1.245554381562226,-0.22876147805458236,-1.6134100947520174,0.1390942351352089,2.835005135577732,223,True,1.0,0.03333333333333333,0.0512397318726511,True,3.0
INNOVATION,act,cpi,real_macro,a,2,-0.08372857459701759,0.11445677531556836,-0.7315300851886648,0.4644554351570309,-0.27199321660399994,0.10453606740996475,-0.4049826482825324,0.23752549908849718,2.806772013275635,223,True,3.0,0.1,0.4644554351570309,False,3.0
INNOVATION,act,infl_exp,real_macro,a,2,-0.14267605899682523,0.08012384003168278,-1.7806942220992887,0.07496241757323585,-0.2744680478782182,-0.010884070115432243,-0.3676983465203326,0.08234622852668216,2.808431141524526,223,True,2.0,0.05,0.1499248351464717,False,3.0
INNOVATION,act,freight,physical_channel,a,2,0.007387554962284512,0.007584825932103772,0.9739913649192284,0.33006082674157855,-0.005088373481931958,0.01986348340650098,-0.0140272914856592,0.028802401410228225,2.8233800801284787,223,True,1.0,0.1,0.33006082674157855,False,1.0
INNOVATION,act,oil,asset_price,a,6,-0.023632048676257608,0.038847617069698685,-0.6083268539704256,0.5429707138921758,-0.08753069251177341,0.04026659515925819,-0.13481886210953303,0.08755476475701783,2.8621269931123177,219,True,2.0,0.03333333333333333,1.0,False,4.0
